#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2012-11-21T04:58:33 [V1.91 (20-Jun-2012)]
#   In case of problem, please report to:   question@simbad.u-strasbg.fr
#
#
#Coosys J2000:  eq_FK5 J2000
#INFO   votable-version=1.91 (20-Jun-2012)  
#INFO   -ref=VIZ50ac5f124423    
#INFO   -out.max=unlimited  
#INFO   queryParameters=27  
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/A+A/505/117&tab:{J/A+A/505/117/stars}&key:source=J/A+A/505/117&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/A+A/505/117/stars
#-order=I
#-out=NGC
#-out=ID
#-out=Bmag
#-out=Vmag
#-out=Icmag
#-out=Kmag
#-out=RV11
#-out=RV13
#-out=Teff
#-out=[FeI/H]
#-out=e_[FeI/H]
#-out=[O/Fe]
#-out=e_[O/Fe]
#-out=l_[Na/Fe]
#-out=[Na/Fe]
#-out=e_[Na/Fe]
#-out=RAJ2000
#-out=DEJ2000
#

#RESOURCE=yCat_35050117
#Name: J/A+A/505/117
#Title: Abundances of red giants in 15 globular clusters (Carretta+, 2009)
#Table  J_A_A_505_117_stars:
#Name: J/A+A/505/117/stars
#Title: ID, positions, magnitudes, RVs, atmospheric parameters and abundances for stars in 15 GCs {\em(tables 2, 3 and 6 of paper)}
#Column NGC (I4)    NGC number  [ucd=meta.id.parent]
#Column ID  (I7)    Star ID [ucd=meta.id;meta.main]
#Column Bmag    (F6.3)  Johnson B magnitude [ucd=phot.mag;em.opt.B]
#Column Vmag    (F6.3)  Johnson V magnitude [ucd=phot.mag;em.opt.V]
#Column Icmag   (F6.3)  ? Cousins I magnitude   [ucd=phot.mag;em.opt.I]
#Column Kmag    (F6.3)  ? 2MASS K magnitude [ucd=phot.mag;em.IR.K]
#Column RV11    (F7.2)  ? RV in grating HR11    [ucd=spect.dopplerVeloc;pos.heliocentric]
#Column RV13    (F7.2)  ? RV in grating HR13    [ucd=spect.dopplerVeloc;pos.heliocentric]
#Column Teff    (I4)    Effective temperature   [ucd=phys.temperature.effective]
#Column [FeI/H] (F6.3)  ? [FeI/H] abundance [ucd=phys.abund]
#Column e_[FeI/H]   (F6.3)  ? rms uncertainty on [FeI/H]    [ucd=stat.error;phys.abund]
#Column [O/Fe]  (F6.3)  ? [O/Fe] abundance  [ucd=phys.abund]
#Column e_[O/Fe]    (F6.3)  ? rms uncertainty on [Na/Fe]    [ucd=stat.error;phys.abund]
#Column l_[Na/Fe]   (A1)    Limit flag on [Na/Fe]   [ucd=meta.code.error;phys.abund]
#Column [Na/Fe] (F6.3)  ? [Na/Fe] abundance [ucd=phys.abund]
#Column e_[Na/Fe]   (F6.3)  ? rms uncertainty on [Na/Fe]    [ucd=stat.error;phys.abund]
#Column RAJ2000 (A12)   Right ascension (J2000.0)   [ucd=pos.eq.ra;meta.main]
#Column DEJ2000 (A12)   Declination (J2000.0)   [ucd=pos.eq.dec;meta.main]
NGC;ID;Bmag;Vmag;Icmag;Kmag;RV11;RV13;Teff;[FeI/H];e_[FeI/H];[O/Fe];e_[O/Fe];l_[Na/Fe];[Na/Fe];e_[Na/Fe];RAJ2000;DEJ2000
6397; 700423;15.241;14.451;      ;12.235;       ;  17.23;5356;-1.935; 0.250;      ; 9.999; ;      ; 9.999;17 41 23.730;-53 45 49.06
6397; 700428;13.962;13.105;      ;10.669;  19.66;  19.03;5089;-1.962; 0.106;      ; 9.999; ; 0.043; 0.056;17 41 20.110;-53 45 48.05
6397; 700491;15.050;14.265;      ;11.960;  20.28;  18.22;5310;-1.981; 0.164;      ; 9.999; ; 0.448; 0.082;17 41 27.380;-53 44 54.71
6397; 700560;13.605;12.737;      ;10.229;  24.50;  24.68;5012;-2.038; 0.137;      ; 9.999; ; 0.390; 0.048;17 41 28.510;-53 44 12.99
6397; 700705;14.224;13.406;      ;10.945;  22.88;  20.51;5137;-1.960; 0.128;      ; 9.999; ; 0.224; 0.104;17 41 59.670;-53 42 31.81
6397; 700749;14.765;13.979;      ;11.631;  20.42;       ;5255;-1.932; 0.188;      ; 9.999; ; 0.383; 0.048;17 41 25.520;-53 42 08.34
6397; 700930;15.452;14.700;      ;12.378;       ;  21.14;5380;-2.009; 0.184;      ; 9.999; ;      ; 9.999;17 41 25.830;-53 40 11.26
6397; 701017;15.536;14.763;      ;12.443;       ;  21.51;5390;-1.932; 0.093;      ; 9.999; ;      ; 9.999;17 41 49.250;-53 39 20.25
6397; 701096;14.608;13.806;      ;11.362;       ;  20.62;5209;-2.051; 0.117;      ; 9.999; ;      ; 9.999;17 41 39.300;-53 38 32.97
6397; 702210;15.480;14.697;      ;12.503;  20.33;       ;5400;-1.939; 0.005;      ; 9.999; ; 0.132; 0.132;17 41 37.850;-53 46 01.10
6397; 702931;14.395;13.603;      ;11.178;  16.58;  16.65;5177;-2.031; 0.101;      ; 9.999; ;-0.028; 0.174;17 41 19.530;-53 41 58.41
6397; 702962;14.296;13.472;      ;11.002;  18.97;  17.50;5147;-1.997; 0.207;      ; 9.999; ;-0.130; 9.999;17 41 56.080;-53 41 46.25
6397; 703285;15.514;14.761;      ;12.407;  17.96;  16.60;5385;-2.061; 0.196;      ; 9.999; ; 0.101; 0.119;17 41 38.050;-53 40 03.50
6809;2000017;14.917;14.041;      ;11.542; 179.58; 179.41;4777;-1.957; 0.140; 0.463; 9.999; ;-0.144; 0.107;19 40 08.506;-30 50 16.64
6809;3000017;15.066;14.196;      ;11.640; 180.59;       ;4810;-1.937; 0.058;      ; 9.999; ; 0.542; 0.228;19 39 29.560;-30 50 08.84
6809;3000030;15.692;14.888;      ;12.468; 179.49; 179.17;4946;-1.905; 0.173; 0.441; 9.999;<; 0.228; 0.106;19 39 39.011;-30 50 25.27
6809;3000040;16.023;15.253;      ;12.893; 176.05; 175.85;5009;-2.024; 0.145; 0.409; 9.999;<; 0.538; 0.055;19 39 34.505;-30 49 57.97
6809;6000005;13.899;12.831;      ; 9.985;       ; 170.99;4481;-1.995; 0.131; 0.053; 9.999; ; 0.483; 0.018;19 39 35.030;-30 59 36.56
6809;6000006;14.055;13.034;      ;10.232; 174.43; 174.47;4535;-2.000; 0.127; 0.002; 0.011; ; 0.633; 0.133;19 39 24.277;-30 53 50.97
6809;6000008;14.209;13.209;      ;10.487; 169.77; 169.47;4580;-2.006; 0.180; 0.240; 9.999; ;-0.227; 0.007;19 39 29.793;-31 01 40.02
6809;6000012;14.355;13.380;      ;10.664; 178.95; 179.06;4623;-1.990; 0.131; 0.124; 9.999;<; 0.680; 0.131;19 39 24.257;-30 58 45.80
6809;6000016;14.543;13.594;      ;10.945; 173.16; 173.13;4675;-1.999; 0.128; 0.142; 9.999; ; 0.437; 0.084;19 39 24.673;-30 55 19.00
6809;6000017;14.556;13.599;      ;10.915; 172.03; 171.86;4676;-1.948; 0.110; 0.364; 0.038; ;-0.294; 0.049;19 39 32.229;-30 55 26.32
6809;6000022;14.666;13.760;      ;11.156; 178.85; 178.51;4714;-2.015; 0.108;-0.344; 9.999;<; 0.915; 0.050;19 39 38.669;-30 55 11.96
6809;6000024;14.816;13.933;      ;11.316; 170.92; 170.76;4753;-2.015; 0.143;-0.059; 9.999; ; 0.632; 0.066;19 39 40.179;-30 57 37.33
6809;6000034;15.226;14.367;      ;11.896; 171.72; 171.12;4846;-1.930; 0.130; 0.221; 9.999; ; 0.200; 0.044;19 39 37.327;-30 57 32.10
6809;6000036;15.340;14.497;      ;12.056; 174.01; 174.15;4872;-1.925; 0.122; 0.213; 9.999;<; 0.262; 0.188;19 39 39.985;-31 03 41.68
6809;6000039;15.381;14.544;      ;12.045; 177.16; 176.63;4881;-1.912; 0.183; 0.028; 9.999;<; 0.398; 0.013;19 39 40.838;-31 00 59.19
6809;6000053;15.692;14.888;      ;12.516; 171.68;       ;4946;-1.897; 0.287;      ; 9.999; ; 0.739; 0.227;19 39 31.808;-31 01 42.94
6809;6000057;15.794;15.012;      ;12.616; 168.29;       ;4968;-1.946; 0.213;      ; 9.999; ; 0.687; 0.151;19 39 36.493;-30 54 36.21
6809;6000058;15.819;15.013;      ;12.627; 173.12; 173.03;4968;-1.932; 0.161; 0.546; 9.999; ;-0.226; 0.176;19 39 30.511;-30 59 26.88
6809;6000062;15.857;15.065;      ;12.739; 180.36;       ;4977;-2.038; 0.089;      ; 9.999; ; 0.060; 0.110;19 39 38.773;-30 58 03.82
6809;6000070;15.948;15.174;      ;12.795; 171.93;       ;4996;-1.885; 0.027;      ; 9.999; ; 0.335; 0.021;19 39 39.900;-30 55 03.35
6809;6000074;16.026;15.232;      ;12.956;       ; 173.49;5005;-1.926; 0.172; 0.540; 9.999;<;      ; 9.999;19 39 29.463;-31 00 52.12
6809;6000077;16.057;15.286;      ;12.932; 177.16; 176.56;5014;-1.982; 0.169;      ; 9.999; ; 0.422; 0.149;19 39 28.286;-30 58 24.83
6809;7000002;12.982;11.415;      ; 7.822; 169.58; 169.37;4053;-1.949; 0.105; 0.281; 0.081; ; 0.589; 0.150;19 40 04.067;-30 58 20.48
6809;7000003;12.967;11.538;      ; 8.181; 176.44; 176.00;4094;-2.016; 0.121; 0.212; 0.088; ; 0.613; 0.076;19 39 56.637;-30 58 19.20
6809;7000004;13.039;11.599;      ; 8.170; 176.66; 177.28;4114;-1.905; 0.152; 0.082; 0.083; ; 0.875; 0.108;19 39 53.956;-30 57 38.92
6809;7000005;13.056;11.641;      ; 8.264; 171.28;       ;4127;-1.957; 0.157;      ; 9.999; ; 0.846; 0.052;19 40 08.050;-30 58 16.04
6809;7000006;13.032;11.713;      ; 8.470; 173.70; 171.78;4150;-2.041; 0.098; 0.453; 0.008; ; 0.154; 0.047;19 39 56.004;-30 55 16.76
6809;7000007;13.089;11.736;      ; 8.441; 177.42;       ;4158;-1.923; 0.127;      ; 9.999; ; 0.923; 0.144;19 39 59.633;-30 55 09.92
6809;7000010;13.098;11.831;      ; 8.733; 180.10;       ;4188;-2.014; 0.124;      ; 9.999; ; 0.086; 0.079;19 39 44.962;-31 00 13.60
6809;7000011;13.183;11.905;      ; 8.747; 171.72; 172.15;4211;-2.042; 0.122; 0.529; 0.008; ; 0.154; 0.053;19 40 15.485;-30 57 01.99
6809;7000012;13.303;12.033;      ; 8.871;       ; 180.37;4251;-1.991; 0.124; 0.352; 0.006; ; 0.386; 0.246;19 40 00.274;-31 00 34.25
6809;7000014;13.386;12.173;      ; 9.083; 172.64; 172.63;4293;-1.994; 0.120; 0.410; 0.007; ; 0.210; 0.060;19 40 02.937;-30 57 13.30
6809;7000015;13.449;12.261;      ; 9.265; 175.96; 175.77;4319;-2.007; 0.107; 0.155; 0.052; ; 0.544; 0.234;19 40 04.711;-31 04 38.74
6809;7000016;13.478;12.356;      ; 9.473; 174.68;       ;4347;-1.994; 0.115;      ; 9.999; ; 0.818; 0.037;19 40 05.561;-31 00 34.06
6809;7000019;13.606;12.475;      ; 9.504; 175.20;       ;4382;-1.911; 0.144;      ; 9.999; ; 0.628; 0.154;19 39 50.604;-30 55 41.97
6809;7000020;13.586;12.490;      ; 9.667;       ; 181.86;4386;-2.061; 0.090; 0.548; 0.047; ; 0.153; 0.099;19 40 12.644;-31 00 28.56
6809;7000021;13.628;12.500;      ; 9.595; 173.39;       ;4389;-1.949; 0.139;      ; 9.999; ; 0.619; 0.010;19 40 01.804;-30 58 44.79
6809;7000022;13.660;12.531;      ; 9.590;       ; 180.27;4398;-2.028; 0.131; 0.358; 9.999; ; 0.403; 9.999;19 40 04.330;-31 03 45.83
6809;7000024;13.682;12.565;      ; 9.633;       ; 170.93;4407;-1.970; 0.089; 0.131; 0.072; ; 0.580; 0.009;19 39 43.180;-30 56 51.85
6809;7000025;13.668;12.581;      ; 9.707; 174.65; 174.68;4412;-1.993; 0.109; 0.168; 0.161; ; 0.700; 0.086;19 39 54.414;-30 58 23.46
6809;7000026;13.701;12.582;      ; 9.682; 183.45;       ;4412;-1.957; 0.157;      ; 9.999; ; 0.654; 0.001;19 39 46.451;-30 57 46.15
6809;7000029;13.766;12.671;      ; 9.764;       ; 173.19;4437;-1.998; 0.121; 0.280; 0.020; ; 0.539; 0.000;19 39 59.801;-30 59 27.07
6809;7000031;13.760;12.697;      ; 9.821;       ; 174.40;4444;-1.926; 0.091; 0.312; 0.122; ; 0.212; 9.999;19 40 18.147;-30 54 27.11
6809;7000033;13.837;12.746;      ; 9.927; 176.53;       ;4458;-1.960; 0.122;      ; 9.999; ; 0.406; 0.014;19 40 09.793;-30 53 54.68
6809;7000034;13.828;12.790;      ; 9.982; 174.25;       ;4470;-2.026; 0.138;      ; 9.999; ; 0.622; 0.007;19 40 02.299;-30 55 44.21
6809;7000035;13.865;12.804;      ; 9.974;       ; 176.37;4474;-1.975; 0.108; 0.429; 9.999; ; 0.260; 9.999;19 40 07.331;-30 57 28.17
6809;7000036;13.916;12.896;      ;10.087; 171.04;       ;4499;-1.890; 0.112;      ; 9.999; ; 0.074; 0.032;19 40 05.698;-30 56 12.71
6809;7000037;13.918;12.897;      ;10.049;       ; 172.69;4499;-2.013; 0.108; 0.096; 9.999; ;      ; 9.999;19 39 52.503;-30 55 02.70
6809;7000038;13.963;12.925;      ;10.111; 172.18; 171.94;4506;-1.953; 0.118; 0.386; 9.999; ; 0.037; 0.023;19 39 57.508;-31 00 06.16
6809;7000039;13.954;12.949;      ;10.200; 169.63; 169.63;4513;-2.001; 0.117; 0.081; 9.999;<; 0.413; 0.020;19 39 57.371;-30 58 32.12
6809;7000040;14.002;12.982;      ;10.243; 182.04;       ;4522;-2.036; 0.091;      ; 9.999; ; 0.303; 0.134;19 39 54.701;-30 59 04.08
6809;7000041;13.985;12.985;      ;10.243; 174.13; 174.06;4522;-2.010; 0.122; 0.380; 9.999; ;-0.088; 0.083;19 39 58.546;-30 56 26.95
6809;7000043;14.022;13.006;      ;10.278; 178.90;       ;4528;-1.989; 0.072;      ; 9.999; ; 0.504; 0.021;19 39 46.666;-30 59 28.59
6809;7000045;14.014;13.015;      ;10.280; 171.49; 171.46;4530;-2.023; 0.106;-0.247; 9.999; ; 0.588; 0.098;19 39 55.958;-30 57 03.19
6809;7000046;14.061;13.062;      ;10.351; 173.60; 173.26;4543;-2.036; 0.103; 0.114; 9.999; ; 0.357; 0.011;19 40 01.466;-30 55 58.92
6809;7000051;14.109;13.101;      ;10.291; 180.61; 180.52;4553;-1.991; 0.162; 0.235; 9.999; ; 0.364; 0.105;19 39 59.629;-30 58 23.52
6809;7000052;14.130;13.125;      ;10.416; 179.19; 179.31;4559;-1.957; 0.132; 0.502; 0.070; ;-0.064; 0.162;19 39 48.874;-30 58 33.59
6809;7000057;14.206;13.194;      ;10.439; 172.44;       ;4577;-1.951; 0.158;      ; 9.999; ; 0.474; 0.039;19 40 03.202;-31 01 11.80
6809;7000058;14.196;13.205;      ;10.469; 173.65; 173.56;4579;-1.943; 0.137; 0.262; 0.031; ; 0.538; 0.185;19 40 04.058;-30 59 59.24
6809;7000064;14.231;13.282;      ;10.618;       ; 169.94;4599;-2.052; 0.082; 0.099; 0.030; ;      ; 9.999;19 40 04.339;-30 54 37.64
6809;7000065;14.241;13.295;      ;10.623; 177.83; 177.48;4602;-2.020; 0.134; 0.482; 9.999; ; 0.195; 0.102;19 39 54.522;-30 56 26.82
6809;7000068;14.299;13.329;      ;10.617; 179.62; 179.53;4611;-1.915; 0.141; 0.075; 0.141; ; 0.577; 0.019;19 40 06.812;-30 58 33.45
6809;7000069;14.320;13.358;      ;10.687; 172.51; 172.57;4618;-1.969; 0.118; 0.163; 9.999; ; 0.578; 0.017;19 40 05.084;-30 57 53.23
6809;7000074;14.371;13.417;      ;10.811; 169.24; 169.25;4632;-1.910; 0.113; 0.313; 0.004; ;-0.063; 0.044;19 39 58.846;-31 01 22.22
6809;7000076;14.403;13.429;      ;10.811; 176.71; 176.56;4635;-1.996; 0.126; 0.314; 9.999; ; 0.408; 0.080;19 39 46.920;-30 56 28.51
6809;7000078;14.381;13.457;      ;10.808; 177.25; 176.74;4642;-1.979; 0.131;-0.158; 9.999;<; 0.601; 0.012;19 40 02.284;-30 56 21.07
6809;7000083;14.466;13.512;      ;10.901;       ; 179.83;4656;-1.986; 0.130; 0.125; 0.033;<;      ; 9.999;19 40 11.071;-30 57 49.68
6809;7000085;14.492;13.538;      ;10.914; 171.63;       ;4662;-1.990; 0.137;      ; 9.999; ; 0.458; 0.010;19 39 43.810;-30 55 31.76
6809;7000087;14.474;13.551;      ;10.898; 177.53; 177.42;4665;-2.003; 0.140; 0.069; 9.999; ; 0.629; 0.031;19 40 05.340;-30 53 11.69
6809;7000088;14.476;13.552;      ;10.949; 182.38; 182.11;4665;-1.920; 0.139;-0.532; 9.999;<; 0.631; 0.042;19 39 52.677;-31 00 50.72
6809;7000095;14.579;13.623;      ;11.053; 168.04;       ;4682;-1.938; 0.157;      ; 9.999; ;-0.209; 0.093;19 40 15.800;-30 57 54.54
6809;7000098;14.586;13.645;      ;10.992; 175.64; 175.63;4687;-1.960; 0.133; 0.143; 9.999; ; 0.599; 0.107;19 39 55.421;-31 04 18.93
6809;7000106;14.649;13.738;      ;11.266; 171.34;       ;4709;-1.985; 0.097;      ; 9.999; ;-0.258; 0.056;19 39 53.337;-30 57 52.37
6809;7000108;14.694;13.760;      ;11.170; 171.36; 171.23;4714;-1.992; 0.119; 0.222; 9.999;<; 0.452; 0.090;19 40 09.863;-31 00 10.96
6809;7000111;14.713;13.798;      ;11.349; 176.44; 176.41;4723;-2.034; 0.155; 0.309; 9.999; ;-0.003; 0.091;19 39 56.816;-30 59 44.12
6809;7000112;14.694;13.802;      ;11.250;       ; 167.37;4724;-1.993; 0.092; 0.046; 9.999;<;      ; 9.999;19 40 05.021;-30 57 03.54
6809;7000113;14.713;13.800;      ;11.258; 174.80; 174.28;4723;-2.057; 0.108; 0.390; 9.999; ; 0.177; 0.165;19 39 55.970;-30 55 48.03
6809;7000116;14.753;13.847;      ;11.321;       ; 177.73;4734;-1.919; 0.101; 0.201; 9.999;<;      ; 9.999;19 40 16.920;-30 57 35.19
6809;7000117;14.758;13.854;      ;11.326;       ; 173.44;4736;-1.967; 0.131; 0.252; 9.999;<;      ; 9.999;19 39 47.037;-30 55 30.11
6809;7000118;14.765;13.875;      ;11.316; 175.81; 176.08;4740;-1.954; 0.125; 0.401; 9.999; ;-0.043; 0.172;19 40 02.111;-30 54 28.46
6809;7000119;14.825;13.907;      ;11.373; 173.96; 173.95;4747;-1.959; 0.134; 0.325; 9.999;<;-0.040; 0.095;19 40 07.848;-31 02 13.01
6809;7000122;14.814;13.936;      ;11.440; 168.27;       ;4754;-2.012; 0.110;      ; 9.999; ; 0.013; 9.999;19 39 57.070;-30 59 05.14
6809;7000127;14.835;13.961;      ;11.475; 174.03;       ;4759;-1.940; 0.075;      ; 9.999; ; 0.472; 0.076;19 39 56.534;-30 57 19.98
6809;7000134;14.921;14.064;      ;11.562;       ; 176.24;4782;-1.903; 0.169; 0.042; 9.999;<;      ; 9.999;19 40 16.352;-30 55 02.74
6809;7000135;14.948;14.072;      ;11.582; 170.91; 170.46;4784;-1.954; 0.115; 0.243; 9.999;<; 0.095; 0.072;19 39 49.802;-30 57 06.22
6809;7000137;14.957;14.075;      ;11.549; 168.36; 168.23;4784;-1.990; 0.127;-0.040; 9.999;<; 0.488; 0.071;19 40 06.723;-30 59 21.60
6809;7000139;14.956;14.090;      ;11.600; 181.59; 181.24;4788;-1.968; 0.156; 0.034; 9.999;<; 0.768; 0.038;19 40 11.651;-30 56 18.12
6809;7000142;14.951;14.098;      ;11.583; 177.92; 177.93;4789;-1.928; 0.154; 0.000; 9.999;<; 0.579; 0.073;19 39 48.453;-30 53 04.55
6809;7000148;14.997;14.128;      ;11.657; 177.67; 177.39;4796;-1.957; 0.112; 0.449; 9.999; ;-0.110; 0.199;19 40 08.900;-30 59 13.73
6809;7000150;14.992;14.134;      ;11.600;       ; 172.83;4797;-2.006; 0.121; 0.198; 9.999;<;      ; 9.999;19 40 13.162;-30 57 38.92
6809;7000151;15.019;14.145;      ;11.615; 176.32; 175.68;4799;-2.015; 0.117; 0.463; 9.999;<; 0.332; 0.031;19 40 13.123;-30 57 01.04
6809;7000153;15.025;14.151;      ;11.653; 173.56;       ;4801;-1.948; 0.150;      ; 9.999; ; 0.670; 0.018;19 40 06.452;-30 57 05.12
6809;7000157;15.011;14.154;      ;11.707; 177.70;       ;4801;-1.983; 0.110;      ; 9.999; ; 0.491; 0.000;19 39 59.286;-30 55 59.56
6809;7000158;15.010;14.160;      ;11.710; 176.66;       ;4803;-1.954; 0.104;      ; 9.999; ; 0.619; 0.065;19 39 47.665;-30 59 14.79
6809;7000164;15.041;14.171;      ;11.657;       ; 177.70;4805;-1.896; 0.084; 0.348; 9.999;<;      ; 9.999;19 40 11.578;-30 55 57.25
6809;7000166;15.040;14.179;      ;11.734;       ; 169.39;4807;-1.927; 0.075; 0.118; 9.999;<;      ; 9.999;19 40 01.814;-30 59 00.71
6809;7000168;15.040;14.190;      ;11.748; 178.90; 178.69;4809;-1.983; 0.134; 0.349; 9.999; ; 0.451; 0.051;19 39 55.877;-30 56 24.17
6809;7000171;15.067;14.201;      ;11.736;       ; 173.60;4811;-1.912; 0.104; 0.282; 9.999; ;      ; 9.999;19 39 53.143;-30 59 58.88
6809;7000177;15.061;14.209;      ;11.736;       ; 174.13;4813;-1.979; 0.153; 0.148; 9.999; ;      ; 9.999;19 39 41.788;-30 54 38.43
6809;7000178;15.083;14.226;      ;11.749;       ; 177.41;4817;-1.914; 0.173; 0.337; 9.999;<;      ; 9.999;19 39 43.431;-31 00 52.79
6809;7000181;15.089;14.236;      ;11.798; 176.56;       ;4819;-1.955; 0.099;      ; 9.999; ; 0.442; 0.000;19 40 15.667;-30 54 10.42
6809;7000188;15.121;14.276;      ;11.796;       ; 173.90;4827;-1.927; 0.120;      ; 9.999; ;      ; 9.999;19 40 10.939;-30 54 58.77
6809;7000192;15.143;14.309;      ;11.862;       ; 174.57;4834;-2.018; 0.096; 0.044; 9.999;<;      ; 9.999;19 39 50.540;-30 58 29.23
6809;7000199;15.183;14.340;      ;11.914; 173.44;       ;4840;-1.902; 0.135;      ; 9.999; ; 0.485; 0.003;19 40 00.759;-30 58 35.70
6809;7000208;15.251;14.393;      ;11.909; 171.51; 171.13;4851;-1.969; 0.112; 0.454; 9.999;<; 0.271; 0.109;19 40 10.423;-30 59 03.30
6809;7000211;15.253;14.396;      ;11.951; 171.64; 171.54;4852;-1.965; 0.125; 0.294; 9.999;<; 0.647; 0.026;19 39 55.054;-31 03 49.90
6809;7000230;15.266;14.435;      ;11.782; 176.74; 176.69;4860;-2.010; 0.147; 0.401; 0.104; ;-0.216; 0.005;19 40 01.882;-30 57 59.61
6809;7000233;15.277;14.440;      ;11.966; 176.85; 176.42;4861;-1.942; 0.110; 0.515; 9.999; ; 0.274; 0.076;19 40 05.492;-30 57 15.24
6809;7000237;15.303;14.455;      ;12.035; 172.19;       ;4864;-1.908; 0.187;      ; 9.999; ;-0.286; 0.155;19 39 56.916;-31 00 36.71
6809;7000251;15.331;14.511;      ;12.121;       ; 166.35;4875;-1.944; 0.124; 0.375; 9.999;<;      ; 9.999;19 39 53.520;-31 01 34.68
6809;7000260;15.372;14.531;      ;12.202;       ; 177.62;4879;-1.895; 0.183; 0.488; 9.999;<;      ; 9.999;19 39 58.647;-30 58 25.61
6809;7000265;15.363;14.544;      ;12.146; 170.54;       ;4881;-1.965; 0.084;      ; 9.999; ; 0.424; 0.057;19 40 06.757;-30 54 12.69
6809;7000270;15.368;14.553;      ;12.140; 169.96; 169.73;4883;-1.991; 0.121; 0.420; 9.999; ; 0.451; 0.035;19 40 00.409;-30 56 39.61
6809;7000290;15.410;14.600;      ;12.227; 175.22; 175.06;4892;-1.982; 0.169; 0.435; 9.999; ; 0.490; 0.041;19 40 12.884;-30 54 07.59
6809;7000293;15.434;14.600;      ;12.258;       ; 170.91;4892;-1.997; 0.120; 0.351; 9.999; ;      ; 9.999;19 39 57.664;-30 59 51.83
6809;7000296;15.416;14.606;      ;12.253;       ; 170.82;4893;-1.955; 0.163; 0.369; 9.999; ;      ; 9.999;19 40 19.736;-30 54 04.87
6809;7000299;15.431;14.606;      ;12.232;       ; 174.43;4893;-1.996; 0.098; 0.345; 9.999;<;      ; 9.999;19 39 54.298;-30 57 12.57
6809;7000314;15.452;14.632;      ;12.225; 177.29; 177.11;4898;-1.919; 0.135;      ; 9.999; ; 0.574; 0.059;19 39 42.692;-30 59 20.69
6809;7000320;15.463;14.647;      ;12.295;       ; 178.75;4901;-1.957; 0.080; 0.258; 9.999;<;      ; 9.999;19 40 01.657;-30 54 13.86
6809;7000330;15.473;14.665;      ;12.177; 181.85; 181.18;4905;-1.997; 0.130; 0.211; 9.999;<; 0.301; 0.010;19 40 00.224;-30 56 00.87
6809;7000334;15.486;14.680;      ;12.274;       ; 170.18;4907;-1.967; 0.125; 0.322; 9.999;<;      ; 9.999;19 39 58.128;-30 56 36.94
6809;7000344;15.557;14.738;      ;12.404; 165.38;       ;4918;-1.887; 0.116;      ; 9.999; ; 0.391; 0.030;19 40 09.934;-30 57 43.35
6809;7000347;15.556;14.744;      ;12.354; 180.96; 179.96;4919;-2.016; 0.134;      ; 9.999; ;      ; 9.999;19 39 47.364;-31 01 51.19
6809;7000354;15.575;14.768;      ;12.397; 178.77;       ;4924;-1.994; 0.109;      ; 9.999; ; 0.435; 0.073;19 40 07.373;-30 55 57.48
6809;7000365;15.619;14.806;      ;12.421; 173.31;       ;4931;-1.955; 0.104;      ; 9.999; ; 0.798; 0.007;19 39 57.967;-30 59 25.23
6809;7000387;15.665;14.870;      ;12.519; 170.02; 170.39;4943;-1.887; 0.120; 0.327; 9.999;<; 0.148; 9.999;19 40 06.981;-30 55 10.18
6809;7000389;15.665;14.876;      ;12.549; 178.53; 177.90;4944;-1.925; 0.143; 0.416; 9.999;<; 0.212; 0.064;19 39 50.886;-30 58 13.07
6809;7000393;15.693;14.887;      ;12.539; 182.39; 181.82;4946;-2.015; 0.117; 0.466; 9.999;<;-0.107; 0.100;19 39 54.658;-31 02 12.33
6809;7000397;15.694;14.899;      ;11.915;       ; 174.03;4948;-1.971; 0.100; 0.497; 9.999;<;      ; 9.999;19 40 05.826;-30 57 29.59
6809;7000399;15.687;14.903;      ;12.585; 170.19;       ;4949;-1.944; 0.012;      ; 9.999; ; 0.467; 0.014;19 40 06.738;-30 51 51.09
6809;7000405;15.715;14.919;      ;12.635;       ; 171.84;4951;-1.998; 0.174; 0.312; 9.999;<;      ; 9.999;19 39 52.677;-31 00 20.27
6809;7000422;15.748;14.961;      ;12.607;       ; 180.04;4959;-1.930; 0.161; 0.311; 9.999;<;      ; 9.999;19 40 04.910;-30 59 53.14
6809;7000424;15.775;14.969;      ;12.660; 171.63;       ;4960;-1.925; 0.216;      ; 9.999; ;-0.048; 0.070;19 39 43.243;-30 56 17.14
6809;7000426;15.770;14.971;      ;12.634; 181.98; 181.00;4961;-1.967; 0.087; 0.602; 9.999; ; 0.191; 0.282;19 40 05.725;-30 55 16.63
6809;7000431;15.778;14.992;      ;12.678; 172.20; 171.08;4964;-1.949; 0.092; 0.435; 9.999; ; 0.089; 0.078;19 40 08.880;-30 54 02.85
6809;7000435;15.795;15.001;      ;12.648; 176.59;       ;4966;-1.923; 0.046;      ; 9.999; ; 0.121; 0.065;19 39 50.242;-31 00 49.28
6809;7000455;15.866;15.056;      ;12.711;       ; 168.98;4976;-1.976; 0.111; 0.386; 9.999;<;      ; 9.999;19 40 01.058;-31 00 56.29
