#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2013-07-21T07:31:42 [V1.97 (28-Nov-2012)]
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.97 (28-Nov-2012)	
#INFO	-ref=VIZ51eb8df12195	
#INFO	-out.max=9999	
#INFO	queryParameters=19	
#-oc.form=dec
#-out.max=9999
#-nav=cat:J/A+A/505/117&tab:{J/A+A/505/117/stars}&key:source=J/A+A/505/117&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/A+A/505/117/stars
#-order=I
#-out=NGC
#-out=[FeI/H]
#-out=e_[FeI/H]
#-out=[O/Fe]
#-out=e_[O/Fe]
#-out=l_[Na/Fe]
#-out=[Na/Fe]
#-out=e_[Na/Fe]
#-out=RAJ2000
#-out=DEJ2000
#

#RESOURCE=yCat_35050117
#Name: J/A+A/505/117
#Title: Abundances of red giants in 15 globular clusters (Carretta+, 2009)
#Table	J_A_A_505_117_stars:
#Name: J/A+A/505/117/stars
#Title: ID, positions, magnitudes, RVs, atmospheric parameters and abundances for stars in 15 GCs {\em(tables 2, 3 and 6 of paper)}
#Column	NGC	(I4)	NGC number	[ucd=meta.id.parent]
#Column	[FeI/H]	(F6.3)	? [FeI/H] abundance	[ucd=phys.abund]
#Column	e_[FeI/H]	(F6.3)	? rms uncertainty on [FeI/H]	[ucd=stat.error;phys.abund]
#Column	[O/Fe]	(F6.3)	? [O/Fe] abundance	[ucd=phys.abund]
#Column	e_[O/Fe]	(F6.3)	? rms uncertainty on [Na/Fe]	[ucd=stat.error;phys.abund]
#Column	l_[Na/Fe]	(A1)	Limit flag on [Na/Fe]	[ucd=meta.code.error;phys.abund]
#Column	[Na/Fe]	(F6.3)	? [Na/Fe] abundance	[ucd=phys.abund]
#Column	e_[Na/Fe]	(F6.3)	? rms uncertainty on [Na/Fe]	[ucd=stat.error;phys.abund]
#Column	RAJ2000	(A12)	Right ascension (J2000.0)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A12)	Declination (J2000.0)	[ucd=pos.eq.dec;meta.main]
#NGC|[FeI/H]|e_[FeI/H]|[O/Fe]|e_[O/Fe]|l_[Na/Fe]|[Na/Fe]|e_[Na/Fe]|RAJ2000|DEJ2000
# |[Sun]|[Sun]|[Sun]|[Sun]| |[Sun]|[Sun]|"h:m:s"|"d:m:s"
#----|------|------|------|------|-|------|------|------------|------------
6121|-1.220| 0.105| 0.387| 0.022| | 0.412| 0.085|16 23 38.252|-26 35 55.15
6121|-1.199| 0.138|      | 9.999| | 0.145| 0.034|16 23 48.791|-26 35 09.10
6121|-1.204| 0.129| 0.154| 0.046| | 0.502| 0.029|16 23 53.578|-26 34 15.10
6121|-1.183| 0.181| 0.321| 9.999|<| 0.265| 0.085|16 23 45.207|-26 33 56.84
6121|-1.166| 0.128| 0.151| 0.035| | 0.603| 0.087|16 23 53.842|-26 33 52.48
6121|-1.217| 0.121| 0.268| 9.999| |-0.021| 0.029|16 23 37.128|-26 33 50.05
6121|-1.166| 0.126|      | 9.999| | 0.492| 0.074|16 23 46.922|-26 33 43.84
6121|-1.196| 0.112| 0.267| 0.035| | 0.118| 0.128|16 23 23.539|-26 33 41.27
6121|-1.222| 0.151| 0.261| 0.128| | 0.150| 0.039|16 23 45.924|-26 33 38.89
6121|-1.217| 0.135| 0.236| 0.061| | 0.384| 0.088|16 23 35.921|-26 33 34.50
6121|-1.178| 0.166| 0.206| 0.047| | 0.442| 0.101|16 23 23.049|-26 33 32.27
6121|-1.238| 0.110| 0.247| 9.999| | 0.052| 0.057|16 23 27.082|-26 33 29.71
6121|-1.214| 0.200|-0.019| 0.040| | 0.513| 0.074|16 23 25.301|-26 33 29.21
6121|-1.170| 0.152|      | 9.999| | 0.376| 0.073|16 23 33.376|-26 33 14.91
6121|-1.189| 0.134| 0.145| 0.110| | 0.525| 0.006|16 23 31.420|-26 33 11.08
6121|-1.200| 0.091|      | 9.999| | 0.017| 0.035|16 23 34.121|-26 33 03.90
6121|-1.219| 0.165| 0.250| 0.046| | 0.425| 0.138|16 23 28.458|-26 32 54.11
6121|-1.188| 0.118| 0.166| 9.999| |-0.164| 0.087|16 23 34.180|-26 32 48.52
6121|-1.192| 0.142|      | 9.999| | 0.461| 0.065|16 23 47.985|-26 32 42.84
6121|-1.228| 0.158| 0.150| 9.999| | 0.296| 0.015|16 23 20.080|-26 32 41.46
6121|-1.210| 0.106| 0.093| 9.999| | 0.557| 0.086|16 23 26.742|-26 32 38.81
6121|-1.178| 0.116|      | 9.999| | 0.069| 0.029|16 23 35.184|-26 32 32.46
6121|-1.208| 0.166| 0.256| 0.159| | 0.366| 0.115|16 23 33.099|-26 32 30.62
6121|-1.161| 0.116| 0.172| 0.165| | 0.514| 0.057|16 23 24.369|-26 32 28.44
6121|-1.153| 0.091| 0.177| 9.999| | 0.402| 0.019|16 23 36.742|-26 32 28.17
6121|-1.175| 0.079| 0.289| 0.082| | 0.376| 0.146|16 23 46.324|-26 32 27.20
6121|-1.170| 0.156| 0.121| 9.999| | 0.531| 0.160|16 23 50.149|-26 32 19.43
6121|-1.243| 0.135|      | 9.999| | 0.130| 0.013|16 23 35.302|-26 32 16.62
6121|-1.185| 0.144| 0.085| 9.999| | 0.566| 0.097|16 23 42.255|-26 32 06.19
6121|-1.168| 0.174| 0.348| 9.999| | 0.309| 0.141|16 23 40.292|-26 31 55.80
6121|-1.239| 0.161| 0.379| 0.074| | 0.105| 0.012|16 23 43.215|-26 31 53.90
6121|-1.156| 0.107| 0.356| 0.108| | 0.253| 0.067|16 23 38.218|-26 31 48.84
6121|-1.208| 0.105| 0.266| 9.999| | 0.492| 0.149|16 23 24.883|-26 31 47.37
6121|-1.176| 0.106|      | 9.999| | 0.540| 0.032|16 23 40.101|-26 31 39.84
6121|-1.165| 0.106|      | 9.999| | 0.467| 0.091|16 23 21.145|-26 31 37.69
6121|-1.229| 0.114| 0.201| 0.012| | 0.566| 0.076|16 23 20.895|-26 31 36.81
6121|-1.161| 0.126| 0.099| 0.140| | 0.530| 0.037|16 23 26.941|-26 31 31.33
6121|-1.238| 0.135|      | 9.999| | 0.208| 0.018|16 23 40.985|-26 31 30.21
6121|-1.166| 0.140| 0.093| 0.161| | 0.545| 0.070|16 23 35.650|-26 31 22.75
6121|-1.205| 0.136|      | 9.999| | 0.150| 0.067|16 23 40.111|-26 31 17.24
6121|-1.217| 0.150| 0.312| 0.112| | 0.149| 0.072|16 23 41.747|-26 31 16.58
6121|-1.225| 0.158|      | 9.999| |-0.020| 0.074|16 23 33.988|-26 31 12.42
6121|-1.197| 0.171| 0.198| 0.065| | 0.277| 0.098|16 23 24.649|-26 31 11.45
6121|-1.243| 0.105| 0.244| 0.033| | 0.072| 0.066|16 23 39.482|-26 31 11.45
6121|-1.193| 0.222| 0.202| 0.031| | 0.150| 0.017|16 23 34.020|-26 31 07.83
6121|-1.220| 0.157|      | 9.999| | 0.003| 0.049|16 23 38.290|-26 31 07.15
6121|-1.201| 0.169| 0.147| 9.999| | 0.393| 0.035|16 23 47.642|-26 31 04.19
6121|-1.202| 0.105| 0.267| 0.009| | 0.019| 0.059|16 23 27.418|-26 30 59.59
6121|-1.221| 0.124|      | 9.999| | 0.128| 0.043|16 23 22.094|-26 30 52.03
6121|-1.192| 0.129| 0.287| 9.999| | 0.454| 0.098|16 23 27.002|-26 30 44.43
6121|-1.160| 0.126| 0.249| 9.999| | 0.566| 0.107|16 23 21.154|-26 30 44.01
6121|-1.205| 0.133|      | 9.999| | 0.241| 0.011|16 23 35.791|-26 30 42.34
6121|-1.213| 0.196| 0.153| 9.999| | 0.373| 0.081|16 23 38.566|-26 30 38.15
6121|-1.180| 0.190| 0.118| 9.999| | 0.439| 0.046|16 23 23.015|-26 30 33.61
6121|-1.158| 0.135| 0.275| 9.999| | 0.554| 0.029|16 23 21.948|-26 30 31.98
6121|-1.160| 0.141| 0.180| 9.999|<| 0.617| 0.031|16 23 33.492|-26 30 29.79
6121|-1.236| 0.088|-0.016| 0.069| | 0.703| 0.032|16 23 29.122|-26 30 29.78
6121|-1.202| 0.134| 0.217| 0.111| | 0.441| 0.058|16 23 31.447|-26 30 24.77
6121|-1.162| 0.111|      | 9.999| | 0.233| 0.027|16 23 36.577|-26 30 20.08
6121|-1.212| 0.176| 0.221| 0.047| | 0.404| 0.050|16 23 40.910|-26 30 09.37
6121|-1.164| 0.144| 0.291| 0.009| | 0.486| 0.156|16 23 24.018|-26 30 00.50
6121|-1.180| 0.116| 0.136| 9.999| | 0.544| 0.136|16 23 25.075|-26 29 53.03
6121|-1.193| 0.193| 0.133| 9.999|<| 0.477| 0.186|16 23 47.877|-26 29 48.24
6121|-1.166| 0.107| 0.226| 9.999| | 0.308| 0.078|16 23 41.754|-26 29 46.74
6121|-1.232| 0.127| 0.359| 9.999| | 0.122| 0.066|16 23 42.797|-26 29 27.58
6121|-1.204| 0.151| 0.236| 9.999| | 0.408| 0.122|16 23 24.992|-26 29 24.99
6121|-1.208| 0.128| 0.431| 9.999| | 0.213| 0.055|16 23 32.360|-26 29 22.27
6121|-1.196| 0.126|      | 9.999| | 0.121| 0.090|16 23 48.988|-26 29 19.24
6121|-1.204| 0.106| 0.128| 9.999| | 0.392| 0.137|16 23 38.606|-26 29 15.98
6121|-1.197| 0.151|      | 9.999| | 0.410| 0.069|16 23 29.507|-26 29 11.69
6121|-1.227| 0.131|      | 9.999| | 0.274| 0.034|16 23 37.947|-26 28 41.35
6121|-1.231| 0.144| 0.030| 9.999| | 0.559| 0.096|16 23 43.088|-26 28 07.44
6121|-1.191| 0.175| 0.231| 9.999| | 0.226| 0.113|16 23 53.000|-26 28 06.55
6121|-1.205| 0.176| 0.310| 0.013| | 0.336| 0.091|16 23 33.802|-26 27 49.76
6121|-1.232| 0.133| 0.226| 9.999| | 0.323| 0.072|16 23 21.688|-26 26 46.87
6121|-1.226| 0.151| 0.415| 0.047| | 0.024| 0.112|16 23 22.646|-26 26 22.14
6121|-1.224| 0.139| 0.242| 0.011| | 0.325| 0.059|16 23 32.367|-26 26 20.59
6121|-1.159| 0.141| 0.257| 9.999| | 0.488| 0.046|16 23 38.855|-26 25 42.77
6121|-1.229| 0.118| 0.259| 0.124| | 0.563| 0.072|16 23 58.711|-26 39 49.05
6121|-1.222| 0.150| 0.064| 0.022| | 0.561| 0.116|16 24 12.927|-26 36 18.99
6121|-1.238| 0.114| 0.086| 0.028| | 0.511| 0.083|16 23 58.347|-26 35 39.07
6121|-1.195| 0.104| 0.357| 0.025| | 0.103| 0.129|16 24 15.867|-26 35 06.61
6121|-1.209| 0.131| 0.296| 9.999| | 0.405| 0.087|16 24 07.669|-26 34 25.17
6121|-1.231| 0.093| 0.231| 9.999| | 0.400| 0.058|16 24 05.715|-26 33 01.06
6121|-1.213| 0.170|-0.148| 9.999| | 0.587| 0.149|16 24 15.889|-26 32 27.45
6121|-1.242| 0.138| 0.053| 0.060| | 0.506| 0.032|16 23 57.461|-26 32 24.84
6121|-1.243| 0.110| 0.114| 9.999| | 0.564| 0.189|16 24 01.203|-26 31 32.65
6121|-1.205| 0.106| 0.404| 0.023| | 0.160| 0.162|16 24 04.288|-26 30 27.92
6171|-1.071| 0.125| 0.072| 9.999| | 0.478| 0.229|16 32 55.603|-12 56 05.08
6171|-1.065| 0.090|      | 9.999| | 0.269| 0.099|16 32 34.046|-12 55 25.67
6171|-1.039| 0.137| 0.188| 9.999| | 0.224| 0.010|16 32 30.847|-12 54 59.31
6171|-1.048| 0.180|-0.106| 9.999|<| 0.592| 0.136|16 32 08.052|-13 08 52.39
6171|-1.059| 0.182|      | 9.999| | 0.008| 0.083|16 32 03.828|-13 08 18.64
6171|-0.981| 0.175| 0.140| 9.999| | 0.292| 0.164|16 31 59.806|-13 06 01.55
6171|-1.005| 0.197|-0.303| 9.999|<| 0.620| 0.037|16 31 51.980|-13 03 38.98
6171|-1.064| 0.189| 0.083| 9.999|<| 0.471| 0.145|16 31 59.267|-13 03 04.61
6171|-1.055| 0.152| 0.106| 9.999| | 0.542| 0.038|16 32 09.050|-13 02 26.91
6171|-1.018| 0.153| 0.206| 9.999|<| 0.426| 0.063|16 31 53.586|-13 02 18.04
6171|-1.109| 0.117| 0.309| 9.999| | 0.399| 0.027|16 32 39.161|-13 09 44.36
6171|-1.049| 0.151| 0.413| 9.999| | 0.153| 0.159|16 32 33.284|-13 08 32.59
6171|-1.034| 0.146| 0.337| 9.999| | 0.286| 0.052|16 32 23.313|-13 08 27.18
6171|-1.052| 0.089| 0.063| 9.999| | 0.372| 0.013|16 32 40.374|-13 08 02.27
6171|-1.136| 0.142| 0.195| 9.999| | 0.134| 0.170|16 32 31.015|-13 07 29.48
6171|-1.164| 0.136| 0.084| 9.999| | 0.517| 0.018|16 32 35.296|-13 07 08.01
6171|-1.112| 0.149| 0.398| 9.999|<|-0.010| 0.058|16 32 42.735|-13 06 58.20
6171|-1.119| 0.181| 0.284| 9.999|<| 0.276| 0.117|16 32 33.743|-13 06 22.69
6171|-1.047| 0.195| 0.327| 9.999| | 0.062| 0.091|16 32 32.811|-13 05 04.69
6171|-1.078| 0.200| 0.319| 9.999| | 0.101| 0.146|16 32 42.749|-13 04 38.26
6171|-1.062| 0.108| 0.359| 9.999| |-0.046| 0.110|16 32 40.028|-13 03 58.99
6171|-1.154| 0.188| 0.318| 9.999| | 0.235| 0.200|16 32 46.680|-13 03 27.81
6171|-1.075| 0.177| 0.319| 9.999| | 0.508| 0.109|16 32 46.458|-13 03 11.40
6171|-1.018| 0.077|      | 9.999| | 0.302| 0.034|16 32 41.555|-13 02 03.75
6171|-1.094| 0.114|      | 9.999| | 0.509| 0.055|16 32 35.345|-13 01 25.65
6171|-1.035| 0.196| 0.100| 9.999| | 0.617| 0.114|16 32 35.975|-13 00 53.57
6171|-0.996| 0.112|      | 9.999| | 0.366| 0.025|16 32 25.122|-12 58 28.56
6171|-1.034| 0.156|      | 9.999| | 0.382| 0.041|16 32 23.369|-12 58 18.51
6171|-1.116| 0.179| 0.226| 9.999| | 0.314| 0.055|16 32 45.298|-12 58 05.88
6171|-1.068| 0.186|-0.181| 9.999| | 0.796| 0.157|16 33 02.098|-13 09 26.52
6171|-1.041| 0.184|-0.169| 9.999| | 0.533| 0.025|16 33 13.160|-13 06 03.01
6171|-1.029| 0.156| 0.360| 9.999|<| 0.300| 0.033|16 32 59.793|-13 05 12.02
6171|-1.106| 0.128| 0.317| 9.999| | 0.472| 0.113|16 33 01.468|-13 00 33.39
6254|-1.605| 0.119|      | 9.999| | 0.341| 0.126|16 57 28.834|-04 07 37.98
6254|-1.536| 0.084|      | 9.999| | 0.419| 0.134|16 57 24.830|-04 05 06.43
6254|-1.556| 0.092| 0.210| 9.999|<| 0.387| 0.144|16 57 40.974|-04 03 37.24
6254|-1.602| 0.083|      | 9.999| | 0.505| 0.095|16 57 12.553|-04 10 48.22
6254|-1.629| 0.110| 0.238| 9.999|<|      | 9.999|16 57 08.161|-04 10 13.99
6254|-1.582| 0.097|      | 9.999| | 0.511| 0.136|16 57 10.406|-04 10 06.57
6254|-1.484| 0.153| 0.184| 9.999|<|-0.054| 0.166|16 57 21.469|-04 09 41.96
6254|-1.532| 0.171| 0.395| 9.999|<| 0.080| 0.050|16 57 16.111|-04 09 19.36
6254|-1.550| 0.128| 0.307| 9.999|<|      | 9.999|16 57 00.690|-04 08 57.64
6254|-1.454| 0.107| 0.315| 9.999|<|      | 9.999|16 57 02.469|-04 08 12.30
6254|-1.477| 0.121| 0.449| 9.999|<|-0.045| 0.146|16 57 08.260|-04 08 04.38
6254|-1.584| 0.138| 0.228| 9.999| | 0.349| 0.122|16 57 08.644|-04 07 51.30
6254|-1.563| 0.154| 0.425| 0.051|<|-0.188| 0.003|16 57 18.500|-04 07 40.07
6254|-1.449| 0.101| 0.448| 9.999|<|      | 9.999|16 57 19.647|-04 07 25.84
6254|-1.492| 0.096| 0.457| 9.999|<| 0.076| 0.076|16 57 20.541|-04 07 10.66
6254|-1.572| 0.116|      | 9.999| | 0.457| 0.031|16 57 08.544|-04 07 05.65
6254|-1.562| 0.031|      | 9.999| | 0.139| 0.090|16 57 03.411|-04 07 08.20
6254|-1.475| 0.142| 0.100| 0.154|<|      | 9.999|16 57 13.392|-04 06 58.51
6254|-1.614| 0.087| 0.287| 9.999|<|      | 9.999|16 57 10.139|-04 06 51.71
6254|-1.549| 0.079|      | 9.999| |-0.128| 0.030|16 57 14.236|-04 06 42.15
6254|-1.562| 0.158| 0.413| 9.999|<|-0.074| 0.025|16 56 52.698|-04 06 57.58
6254|-1.489| 0.117| 0.447| 9.999|<|-0.002| 0.117|16 57 00.816|-04 06 49.16
6254|-1.517| 0.122| 0.205| 9.999|<|      | 9.999|16 57 05.361|-04 06 34.46
6254|-1.602| 0.135| 0.385| 9.999|<|      | 9.999|16 57 15.823|-04 06 09.26
6254|-1.568| 0.102|      | 9.999| |      | 9.999|16 56 59.388|-04 05 58.04
6254|-1.444| 0.094| 0.418| 9.999| |-0.099| 0.134|16 57 05.909|-04 05 47.28
6254|-1.546| 0.181| 0.439| 9.999|<|-0.407| 0.057|16 57 04.900|-04 05 32.22
6254|-1.507| 0.115| 0.286| 9.999|<| 0.152| 0.053|16 57 18.732|-04 04 58.95
6254|-1.578| 0.129|-0.006| 9.999|<| 0.320| 0.073|16 57 17.166|-04 04 50.65
6254|-1.517| 0.097| 0.124| 0.083|<|      | 9.999|16 57 12.832|-04 04 52.61
6254|-1.571| 0.102| 0.165| 9.999|<| 0.086| 0.063|16 56 55.275|-04 05 03.68
6254|-1.577| 0.144| 0.625| 0.046| |-0.117| 0.115|16 57 08.793|-04 04 53.07
6254|-1.545| 0.118| 0.504| 9.999|<| 0.150| 0.093|16 56 56.825|-04 04 41.00
6254|-1.542| 0.114| 0.226| 9.999| | 0.101| 0.111|16 57 05.313|-04 04 27.58
6254|-1.467| 0.221|      | 9.999| | 0.007| 0.122|16 56 55.018|-04 04 35.60
6254|-1.518| 0.094|      | 9.999| | 0.002| 9.999|16 57 16.123|-04 04 10.67
6254|-1.461| 0.087| 0.454| 9.999| |      | 9.999|16 57 05.963|-04 04 11.59
6254|-1.504| 0.077| 0.359| 9.999|<|      | 9.999|16 56 57.387|-04 04 05.50
6254|-1.529| 0.156|      | 9.999| | 0.552| 0.080|16 57 06.271|-04 03 44.68
6254|-1.450| 0.038|      | 9.999| |-0.304| 0.208|16 56 53.293|-04 03 48.72
6254|-1.481| 0.073|      | 9.999| |      | 9.999|16 56 56.070|-04 03 41.80
6254|-1.522| 0.137| 0.568| 9.999|<|-0.075| 0.002|16 57 12.298|-04 03 29.13
6254|-1.522| 0.090|      | 9.999| |-0.039| 9.999|16 57 21.510|-04 03 03.13
6254|-1.544| 0.071| 0.277| 9.999|<|-0.012| 0.147|16 56 59.526|-04 03 11.26
6254|-1.608| 0.143|      | 9.999| | 0.348| 0.156|16 57 14.087|-04 02 47.04
6254|-1.577| 0.170|      | 9.999| |-0.355| 9.999|16 57 11.234|-04 02 40.65
6254|-1.477| 0.101| 0.482| 9.999|<| 0.139| 0.082|16 56 56.608|-04 02 50.67
6254|-1.570| 0.122| 0.401| 9.999|<|      | 9.999|16 57 05.921|-04 02 36.92
6254|-1.498| 0.131|      | 9.999| | 0.379| 0.102|16 57 11.812|-04 02 27.63
6254|-1.467| 0.114|      | 9.999| | 0.378| 0.087|16 57 05.565|-04 02 21.51
6254|-1.526| 0.137| 0.264| 9.999|<| 0.257| 0.015|16 57 14.509|-04 01 32.65
6254|-1.559| 0.132| 0.448| 9.999|<| 0.259| 0.154|16 56 58.107|-04 01 08.41
6254|-1.530| 0.149| 0.327| 9.999|<| 0.355| 0.164|16 57 00.601|-04 00 06.28
6254|-1.569| 0.133|-0.133| 9.999|<| 0.778| 0.193|16 57 09.686|-03 58 09.88
6254|-1.528| 0.169|      | 9.999| |      | 9.999|16 56 41.630|-04 09 31.39
6254|-1.576| 0.133| 0.060| 9.999|<|      | 9.999|16 56 41.534|-04 08 15.20
6254|-1.454| 0.100|      | 9.999| |      | 9.999|16 56 40.495|-04 04 02.36
6254|-1.582| 0.156| 0.372| 9.999|<|      | 9.999|16 56 37.550|-04 06 20.99
6254|-1.499| 0.100| 0.398| 9.999|<|      | 9.999|16 56 47.180|-04 03 51.52
6254|-1.536| 0.118| 0.267| 9.999|<|      | 9.999|16 57 07.767|-04 16 09.15
6254|-1.617| 0.075|      | 9.999| |-0.001| 0.036|16 57 10.789|-04 06 42.39
6254|-1.572| 0.089|      | 9.999| | 0.313| 0.016|16 57 05.518|-04 08 36.43
6254|-1.608| 0.113| 0.304| 9.999| | 0.076| 0.000|16 57 12.280|-04 05 33.22
6254|-1.507| 0.127| 0.473| 0.059| | 0.178| 0.034|16 57 13.568|-04 05 11.51
6254|-1.622| 0.119|      | 9.999| |-0.052| 0.011|16 57 07.837|-04 09 36.97
6254|-1.595| 0.098|-0.103| 9.999|<| 0.488| 0.145|16 56 35.981|-04 05 13.76
6254|-1.603| 0.079| 0.136| 0.079| | 0.233| 0.008|16 56 45.858|-04 01 25.96
6254|-1.522| 0.124|      | 9.999| | 0.043| 0.083|16 57 03.607|-04 04 38.85
6254|-1.599| 0.136|      | 9.999| |      | 9.999|16 57 10.532|-04 05 46.29
6254|-1.635| 0.104| 0.165| 0.069| | 0.258| 0.128|16 57 12.553|-04 07 01.34
6254|-1.623| 0.131| 0.488| 0.108| | 0.004| 0.039|16 56 54.667|-04 08 55.46
6254|-1.508| 0.124|      | 9.999| | 0.376| 9.999|16 56 57.510|-04 06 50.24
6254|-1.616| 0.104| 0.018| 0.141| | 0.357| 0.115|16 57 10.388|-04 04 01.68
6254|-1.448| 0.107|      | 9.999| | 0.097| 0.047|16 57 03.654|-04 06 23.55
6254|-1.579| 0.131|-0.208| 9.999|<| 0.470| 0.071|16 57 14.740|-04 05 53.20
6254|-1.551| 0.157| 0.428| 9.999| | 0.203| 9.999|16 57 16.091|-04 04 32.92
6254|-1.641| 0.111| 0.313| 0.045| |-0.134| 0.017|16 57 12.168|-04 06 07.32
6254|-1.553| 0.163|-0.176| 9.999|<| 0.677| 0.058|16 56 55.153|-04 12 18.95
6254|-1.556| 0.188|      | 9.999| | 0.754| 0.014|16 56 50.850|-04 04 12.94
6254|-1.616| 0.169| 0.198| 9.999| | 0.002| 0.078|16 56 58.322|-04 08 05.30
6254|-1.567| 0.127|-0.146| 9.999|<| 0.413| 0.124|16 57 07.173|-04 07 04.30
6254|-1.590| 0.100| 0.447| 0.012| |      | 9.999|16 57 11.271|-04 05 50.72
6254|-1.507| 0.137| 0.372| 0.049| |-0.008| 0.195|16 57 11.629|-04 04 25.92
6254|-1.634| 0.125| 0.309| 0.107| | 0.183| 0.048|16 57 10.840|-04 05 23.00
6254|-1.573| 0.169|      | 9.999| | 0.073| 0.065|16 57 06.313|-04 06 12.00
6254|-1.629| 0.179|-0.493| 9.999|<| 0.664| 0.036|16 56 58.661|-04 07 28.73
6254|-1.591| 0.131| 0.089| 0.055|<| 0.407| 0.061|16 57 07.756|-04 04 43.30
6254|-1.568| 0.128| 0.351| 0.054| | 0.226| 9.999|16 57 08.659|-04 06 31.70
6254|-1.605| 0.104|-0.284| 9.999| | 0.560| 0.067|16 57 04.772|-04 03 34.09
6254|-1.526| 0.178|      | 9.999| | 0.101| 0.054|16 57 18.766|-04 05 19.38
6254|-1.550| 0.149|      | 9.999| |-0.020| 0.062|16 57 07.962|-04 07 39.20
6254|-1.630| 0.168|-0.065| 0.154|<| 0.526| 0.143|16 57 29.940|-04 02 43.70
6254|-1.559| 0.088| 0.534| 0.082| |-0.098| 0.160|16 57 08.986|-04 11 15.65
6254|-1.520| 0.112|-0.189| 9.999|<| 0.346| 0.028|16 56 59.950|-04 04 39.30
6254|-1.592| 0.186| 0.235| 9.999|<| 0.165| 0.169|16 57 11.384|-04 08 09.05
6254|-1.533| 0.133| 0.474| 0.128| |-0.095| 9.999|16 57 05.819|-04 05 16.01
6254|-1.587| 0.119| 0.055| 9.999| | 0.347| 0.047|16 57 02.259|-04 04 36.99
6254|-1.548| 0.127|-0.012| 0.032|<| 0.347| 0.062|16 57 03.649|-04 12 48.26
6254|-1.580| 0.133|      | 9.999| | 0.150| 0.059|16 57 18.543|-04 05 50.44
6254|-1.560| 0.139|-0.192| 9.999| | 0.685| 0.090|16 57 12.127|-04 06 45.21
6254|-1.642| 0.068| 0.492| 0.107| |-0.282| 0.020|16 57 12.493|-04 08 37.72
6254|-1.597| 0.072|      | 9.999| |-0.293| 9.999|16 57 18.902|-04 06 44.34
6254|-1.484| 0.140| 0.378| 0.062| |-0.054| 0.051|16 56 51.167|-04 02 53.29
6254|-1.642| 0.070|      | 9.999| | 0.542| 0.021|16 57 12.375|-04 04 23.54
6254|-1.581| 0.146|      | 9.999| | 0.170| 0.038|16 57 04.719|-04 07 24.43
6254|-1.633| 0.137| 0.503| 9.999| |-0.248| 0.128|16 57 09.460|-04 07 09.50
6254|-1.593| 0.154|      | 9.999| | 0.408| 0.001|16 56 57.835|-04 04 30.68
6254|-1.599| 0.108|      | 9.999| | 0.696| 0.098|16 57 00.790|-04 08 46.72
6254|-1.529| 0.142| 0.093| 9.999|<| 0.070| 0.105|16 57 07.539|-04 00 09.72
6254|-1.615| 0.140| 0.373| 0.107| |-0.044| 0.128|16 56 58.983|-04 07 13.24
6254|-1.568| 0.168|      | 9.999| | 0.343| 0.041|16 57 15.129|-04 08 06.65
6254|-1.647| 0.146|      | 9.999| | 0.513| 0.150|16 56 54.362|-04 03 51.06
6254|-1.555| 0.205|      | 9.999| | 0.229| 0.129|16 56 51.349|-04 06 19.01
6254|-1.595| 0.141| 0.069| 9.999| | 0.401| 0.031|16 57 10.800|-04 03 31.78
6254|-1.542| 0.107|      | 9.999| |-0.109| 0.040|16 57 11.580|-04 10 23.30
6254|-1.545| 0.187|      | 9.999| |-0.100| 0.047|16 56 46.606|-04 02 27.48
6254|-1.544| 0.181|      | 9.999| | 0.075| 0.037|16 57 10.717|-04 05 21.10
6254|-1.631| 0.078| 0.322| 9.999|<|-0.066| 0.077|16 56 59.959|-04 10 11.20
6254|-1.638| 0.118| 0.240| 9.999| |      | 9.999|16 56 53.516|-04 06 31.95
6254|-1.553| 0.118| 0.332| 0.069| | 0.011| 0.153|16 56 50.841|-04 06 26.71
6254|-1.527| 0.191| 0.240| 0.110|<| 0.228| 0.150|16 57 06.484|-04 04 43.94
6254|-1.617| 0.154| 0.315| 9.999| |-0.201| 0.042|16 57 07.990|-04 08 58.70
6254|-1.613| 0.108| 0.227| 9.999|<|-0.107| 0.158|16 57 06.980|-04 09 37.57
6254|-1.595| 0.098| 0.116| 9.999|<| 0.201| 0.100|16 57 25.346|-04 04 31.87
6254|-1.623| 0.115| 0.480| 0.023| |-0.336| 9.999|16 57 37.682|-04 07 49.39
6254|-1.565| 0.185| 0.175| 0.165| | 0.442| 0.154|16 57 36.549|-04 00 11.17
6254|-1.500| 0.177| 0.099| 9.999| | 0.228| 0.072|16 56 58.080|-04 05 29.79
6254|-1.446| 0.213| 0.165| 0.057| |-0.043| 0.130|16 57 06.470|-04 06 24.66
6254|-1.555| 0.172|      | 9.999| | 0.656| 0.010|16 57 10.428|-04 05 00.54
6254|-1.640| 0.095| 0.330| 9.999|<|-0.137| 0.168|16 57 11.805|-04 06 22.71
6254|-1.621| 0.134| 0.311| 0.145| |      | 9.999|16 57 15.831|-04 03 47.07
6254|-1.504| 0.132| 0.455| 0.116| | 0.323| 9.999|16 57 08.965|-04 03 53.29
