#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2013-04-08T07:26:35 [V1.97 (28-Nov-2012)]
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.97 (28-Nov-2012)	
#INFO	-ref=VIZ516270c82505	
#INFO	-out.max=unlimited	
#INFO	queryParameters=15	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-nav=cat:J/A+A/465/815&tab:{J/A+A/465/815/tablea}&key:source=J/A+A/465/815/tablea&HTTPPRM:&-ref=VIZ516270c82505&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&-meta.foot=1&-meta=1&-meta.ucd=2&-file=.&-meta=1&-usenav=1&
#-source=J/A+A/465/815/tablea
#-order=I
#-out=Star
#-out=Ion
#-out=Lambda
#-out=loggf
#-out=r_loggf
#-out=EW
#-out=Abund
#

#RESOURCE=yCat_34650815
#Name: J/A+A/465/815
#Title: Abundances of Sgr dSph stars (Sbordone+, 2007)
#Table	J_A_A_465_815_tablea:
#Name: J/A+A/465/815/tablea
#Title: Equivalent widths and abundances
#Column	Star	(I4)	Star number (G1)	[ucd=meta.id;meta.main]
#Column	Ion	(A4)	Ion name	[ucd=phys.atmol.ionStage]
#Column	Lambda	(F8.4)	Line laboratory wavelength (2)	[ucd=em.wl;spect.line]
#Column	loggf	(F6.3)	line oscillator strength	[ucd=spect.line.intensity]
#Column	r_loggf	(A4)	References for employed loggf	[ucd=meta.ref;pos.frame]
#Column	EW	(F5.2)	? Equivalent width (3)	[ucd=spect.line.eqWidth]
#Column	Abund	(F5.2)	? Abundance	[ucd=phys.abund]
Star;Ion;Lambda;loggf;r_loggf;EW;Abund
1272;TiI ;612.6215;-1.425;MFW ; 9.80; 4.52
1272;TiI ;631.2236;-1.552;MFW ;     ;
1272;TiI ;633.6098;-1.743;MFW ;     ;
1272;TiI ;655.6061;-1.074;MFW ;     ;
1272;TiI ;659.9105;-2.085;MFW ;     ;
1272;TiI ;686.1447;-0.740;MFW ;     ;
1272;TiI ;718.8565;-1.760;MFW ;     ;
1272;TiI ;744.0578;-0.700;MFW ;     ;
1272;TiI ;802.4843;-1.140;MFW ;     ;
1272;TiI ;835.3161;-2.677;MFW ;     ;
1272;TiI ;867.5372;-1.669;MFW ;     ;
1272;TiI ;868.2980;-1.941;MFW ;     ;
1272;TiI ;869.2331;-2.295;MFW ;     ;
1272;TiI ;873.4712;-2.384;MFW ;     ;
1272;VI  ;573.7059;-0.740;MFW ; 7.92; 3.56
1272;VI  ;613.5361;-0.746;MFW ; 6.88; 3.32
1272;VI  ;653.1414;-0.840;MFW ; 4.20; 3.18
1272;CrI ;633.0090;-2.920;MFW ; 9.45; 4.97
1272;CrI ;663.0010;-3.560;MFW ; 5.23; 5.02
1272;CrI ;735.5960;-0.285;MFW ;     ;
1272;MnI ;511.7900;-1.140;MFW ; 0.02; 4.47
1272;FeI ;466.1535;-1.270;FMW ;     ;
1272;FeI ;479.4354;-4.050;FMW ;     ;
1272;FeI ;484.9668;-2.680;FMW ;     ;
1272;FeI ;489.2859;-1.290;FMW ; 7.11; 6.92
1272;FeI ;489.6439;-2.050;FMW ;     ;
1272;FeI ;491.8013;-1.360;FMW ;     ;
1272;FeI ;510.9652;-0.980;FMW ; 8.24; 6.94
1272;FeI ;552.5544;-1.330;FMW ; 7.32; 6.95
1272;FeI ;585.6087;-1.640;FMW ; 4.11; 6.71
1272;FeI ;585.8779;-2.260;FMW ; 2.26; 6.84
1272;FeI ;586.1109;-2.450;FMW ; 1.44; 6.87
1272;FeI ;587.7794;-2.230;FMW ;     ;
1272;FeI ;588.3817;-1.360;FMW ; 7.83; 6.71
1272;FeI ;595.2717;-1.440;FMW ;     ;
1272;FeI ;601.2210;-4.200;FMW ;     ;
1272;FeI ;601.5245;-4.680;FMW ;     ;
1272;FeI ;601.9366;-3.360;FMW ;     ;
1272;FeI ;602.4058;-0.120;FMW ;     ;
1272;FeI ;602.7051;-1.210;FMW ;     ;
1272;FeI ;605.6005;-0.460;FMW ;     ;
1272;FeI ;607.9008;-1.120;FMW ;     ;
1272;FeI ;609.6663;-1.930;FMW ;     ;
1272;FeI ;610.5128;-2.050;FMW ;     ;
1272;FeI ;612.0246;-5.950;FMW ;     ;
1272;FeI ;615.1616;-3.299;FMW ;10.45; 6.75
1272;FeI ;615.9375;-1.970;FMW ;     ;
1272;FeI ;616.5360;-1.550;FMW ; 6.11; 6.78
1272;FeI ;618.7989;-1.720;FMW ; 6.77; 6.81
1272;FeI ;622.6734;-2.220;FMW ;     ;
1272;FeI ;649.6465;-0.570;FMW ; 7.25; 6.84
1272;FeI ;651.8366;-2.750;FMW ;     ;
1272;FeI ;659.7559;-1.070;FMW ;     ;
1272;FeI ;670.3565;-3.160;FMW ; 7.81; 6.83
1272;FeI ;672.5356;-2.300;FMW ;     ;
1272;FeI ;673.9521;-4.950;FMW ;     ;
1272;FeI ;674.6954;-4.350;FMW ;     ;
1272;FeI ;679.3258;-2.470;FMW ;     ;
1272;FeI ;684.2685;-1.320;FMW ;     ;
1272;FeI ;684.3655;-0.930;FMW ;     ;
1272;FeI ;685.7250;-2.150;FMW ;     ;
1272;FeI ;686.2492;-1.570;FMW ;     ;
1272;FeI ;691.6680;-1.450;FMW ;     ;
1272;FeI ;697.6922;-1.850;FMW ;     ;
1272;FeI ;698.8524;-3.660;FMW ;     ;
1272;FeI ;702.2952;-1.250;FMW ;     ;
1272;FeI ;706.9531;-4.340;FMW ;     ;
1272;FeI ;721.9682;-1.690;FMW ;     ;
1272;FeI ;747.6375;-1.680;FMW ;     ;
1272;FeI ;749.8530;-2.250;FMW ;     ;
1272;FeI ;758.3787;-1.990;FMW ;     ;
1272;FeI ;794.1087;-2.580;FMW ;     ;
1272;FeI ;883.8427;-1.980;FMW ;     ;
1272;FeII;483.3197;-4.780;FMW ; 2.22; 6.84
1272;FeII;499.3358;-3.650;FMW ;     ;
1272;FeII;510.0664;-4.370;FMW ; 3.54; 6.96
1272;FeII;513.2669;-4.180;FMW ;     ;
1272;FeII;525.6937;-4.250;K88 ; 3.08; 6.82
1272;FeII;526.4812;-3.190;FMW ; 5.71; 6.79
1272;FeII;599.1376;-3.557;K88 ;     ;
1272;FeII;608.4111;-3.808;K88 ;     ;
1272;FeII;614.9258;-2.724;K88 ;     ;
1272;FeII;624.7557;-2.329;K88 ;     ;
1272;FeII;636.9462;-4.253;K88 ;     ;
1272;FeII;643.2680;-3.500;H92 ;     ;
1272;FeII;645.6383;-2.075;K88 ;     ;
1272;FeII;651.6080;-3.380;H92 ;     ;
1272;CoI ;533.1700;-6.473;K88 ; 0.02; 4.19
1272;CoI ;553.0700;-2.060;FMW ; 0.02; 4.02
1272;CoI ;609.3400;-4.568;K88 ;     ;
1272;NiI ;493.5830;-0.350;FMW ;     ;
1272;NiI ;585.7746;-0.636;K88 ; 4.37; 5.43
1272;NiI ;600.7306;-3.330;FMW ;     ;
1272;NiI ;608.6276;-0.530;FMW ;     ;
1272;NiI ;611.1065;-0.870;FMW ;     ;
1272;NiI ;612.8963;-3.330;FMW ;     ;
1272;NiI ;613.0130;-0.960;FMW ; 1.43; 5.16
1272;NiI ;617.5360;-0.530;FMW ; 5.01; 5.33
1272;NiI ;617.6807;-0.260;LW  ; 6.42; 5.33
1272;NiI ;617.7236;-3.500;FMW ; 4.99; 5.37
1272;NiI ;618.6708;-0.960;FMW ;     ;
1272;NiI ;620.4600;-1.100;LW  ;     ;
1272;NiI ;632.7592;-3.150;FMW ;     ;
1272;NiI ;648.2796;-2.630;FMW ;     ;
1272;NiI ;658.6307;-2.810;FMW ;     ;
1272;NiI ;659.8592;-0.980;FMW ;     ;
1272;NiI ;677.2313;-0.980;FMW ;     ;
1272;NiI ;700.1534;-3.660;FMW ;     ;
1272;NiI ;706.2951;-3.500;FMW ;     ;
1272;NiI ;778.8936;-2.420;FMW ;     ;
1272;CuI ;510.5500;-1.516;BIEL; 0.02; 3.14
1272;ZnI ;481.0528;-0.170;BG  ; 6.20; 3.39
1272;YII ;488.3683; 0.070;HL  ;     ;
1272;YII ;498.2130;-1.290;HL  ; 3.91; 1.27
1272;YII ;508.7417;-0.170;HL  ; 7.63; 1.02
1272;YII ;511.9113;-1.360;HL  ; 3.74; 1.24
1272;YII ;679.5413;-1.190;CC  ;     ;
1272;BaI ;649.6897;-0.377;NBS ;17.99; 1.81
1272;LaII;480.4039;-1.500;LA  ; 4.65; 0.93
1272;LaII;511.4558;-1.030;LA  ;     ;
1272;LaII;632.0377;-1.610;ABH ; 4.89; 0.87
1272;LaII;639.0477;-1.410;LA  ; 4.33; 0.75
1272;CeII;518.7457; 0.130;H   ; 4.19; 1.14
1272;CeII;533.0556;-0.360;H   ; 2.98; 0.92
1272;NdII;491.4382;-0.700;HA  ; 6.39; 1.15
1272;NdII;496.1387;-0.710;MC' ; 5.26; 1.22
1272;NdII;498.9950;-0.500;MC' ;     ;
1272;NdII;499.8540;-1.100;MC' ; 3.36; 1.00
1272;NdII;508.9832;-1.160;MC' ; 4.42; 0.93
1272;NdII;543.1515;-0.470;HA  ; 2.87; 1.05
1272;NdII;548.5097;-1.640;HA  ;     ;
1282;OI  ;630.0304;-9.717;STZ ; 0.01; 8.22
1282;NaI ;498.2814;-0.950;KP  ; 7.92; 5.36
1282;NaI ;615.4227;-1.560;KP  ; 3.50; 5.22
1282;NaI ;616.0747;-1.260;KP  ; 5.67; 5.26
1282;MgI ;552.8405;-0.522;GC  ;22.72; 6.86
1282;MgI ;571.1087;-1.729;GC  ;12.75; 6.96
1282;MgI ;631.8716;-1.945;GC  ;     ;
1282;MgI ;631.9237;-2.165;GC  ; 3.30; 6.91
1282;MgI ;738.7689;-1.020;KP  ;     ;
1282;MgI ;871.7825;-0.772;GC  ; 5.40; 6.85
1282;MgI ;892.3568;-1.659;GC  ; 4.28; 6.84
1282;AlI ;669.6022;-1.347;NBS ; 4.64; 5.46
1282;AlI ;669.8673;-1.647;NBS ; 3.00; 5.48
1282;SiI ;594.8541;-1.230;GARZ; 7.32; 7.04
1282;SiI ;612.5021;-1.540;ED  ; 3.05; 7.19
1282;SiI ;613.1852;-1.140;KP  ;     ;
1282;SiI ;614.2482;-1.480;ED  ; 1.97; 6.88
1282;SiI ;614.5015;-1.430;ED  ;     ;
1282;SiI ;615.5134;-0.770;ED  ; 6.30; 7.09
1282;SiI ;703.4902;-0.880;GARZ; 4.22; 7.14
1282;SiI ;725.0627;-1.042;SG  ;     ;
1282;SiI ;727.5292;-1.003;SG  ; 4.07; 6.90
1282;SiI ;728.9176;-0.197;SG  ;     ;
1282;SiI ;793.2349;-0.470;GARZ; 5.33; 7.05
1282;SiI ;874.2446;-0.630;KP  ; 6.17; 7.20
1282;SI  ;921.2863; 0.420;NBS ; 0.01; 6.62
1282;SI  ;922.8093; 0.260;NBS ; 0.01; 6.62
1282;SI  ;923.7538; 0.040;NBS ; 0.01; 6.62
1282;CaI ;551.2980;-0.447;SR  ;11.72; 5.72
1282;CaI ;585.7451; 0.240;SR  ;     ;
1282;CaI ;586.7562;-1.490;GC  ; 4.73; 5.54
1282;CaI ;616.1296;-1.266;SR  ;     ;
1282;CaI ;616.6438;-1.142;SR  ;12.19; 5.87
1282;CaI ;616.9042;-0.797;SR  ;13.46; 5.76
1282;CaI ;643.9075; 0.390;SR  ;21.41; 5.73
1282;CaI ;645.5597;-1.290;SR  ;10.88; 5.75
1282;CaI ;649.3781;-0.109;SR  ;17.72; 5.72
1282;CaI ;649.9650;-0.818;SR  ;13.96; 5.81
1282;ScII;552.6790; 0.130;MFW ;11.21; 2.30
1282;ScII;624.5637;-0.980;NBS ; 7.90; 2.39
1282;ScII;632.0852;-1.770;NBS ; 3.35; 2.39
1282;TiI ;488.5078; 0.358;MFW ;     ;
1282;TiI ;491.5229;-1.019;MFW ;     ;
1282;TiI ;499.7096;-2.118;MFW ;14.81; 4.58
1282;TiI ;508.7058;-0.780;MFW ;     ;
1282;TiI ;586.6450;-0.840;MFW ;15.65; 4.57
1282;TiI ;606.4626;-1.944;MFW ; 9.61; 4.50
1282;TiI ;609.2792;-1.379;MFW ; 4.73; 4.40
1282;TiI ;612.6215;-1.425;MFW ;13.75; 4.71
1282;TiI ;631.2236;-1.552;MFW ; 7.91; 4.41
1282;TiI ;633.6098;-1.743;MFW ; 7.34; 4.50
1282;TiI ;655.6061;-1.074;MFW ;12.51; 4.62
1282;TiI ;659.9105;-2.085;MFW ;     ;
1282;TiI ;686.1447;-0.740;MFW ; 4.95; 4.27
1282;TiI ;718.8565;-1.760;MFW ; 7.04; 4.37
1282;TiI ;744.0578;-0.700;MFW ; 5.15; 4.20
1282;TiI ;802.4843;-1.140;MFW ;     ;
1282;TiI ;835.3161;-2.677;MFW ; 9.82; 4.61
1282;TiI ;867.5372;-1.669;MFW ;14.80; 4.58
1282;TiI ;868.2980;-1.941;MFW ;11.91; 4.46
1282;TiI ;869.2331;-2.295;MFW ;10.48; 4.63
1282;TiI ;873.4712;-2.384;MFW ; 9.15; 4.56
1282;VI  ;573.7059;-0.740;MFW ;     ;
1282;VI  ;613.5361;-0.746;MFW ;10.01; 3.38
1282;VI  ;653.1414;-0.840;MFW ; 7.81; 3.32
1282;CrI ;633.0090;-2.920;MFW ;12.41; 4.99
1282;CrI ;663.0010;-3.560;MFW ; 8.22; 5.05
1282;CrI ;735.5960;-0.285;MFW ;12.62; 5.09
1282;MnI ;511.7900;-1.140;MFW ; 0.02; 4.58
1282;FeI ;466.1535;-1.270;FMW ; 4.21; 6.68
1282;FeI ;479.4354;-4.050;FMW ; 5.90; 6.94
1282;FeI ;484.9668;-2.680;FMW ;     ;
1282;FeI ;489.2859;-1.290;FMW ; 7.15; 6.82
1282;FeI ;489.6439;-2.050;FMW ; 7.20; 7.15
1282;FeI ;491.8013;-1.360;FMW ; 6.41; 6.75
1282;FeI ;510.9652;-0.980;FMW ;     ;
1282;FeI ;552.5544;-1.330;FMW ; 8.05; 6.99
1282;FeI ;585.6087;-1.640;FMW ; 5.84; 6.96
1282;FeI ;585.8779;-2.260;FMW ; 3.55; 7.05
1282;FeI ;586.1109;-2.450;FMW ;     ;
1282;FeI ;587.7794;-2.230;FMW ;     ;
1282;FeI ;588.3817;-1.360;FMW ; 9.72; 6.98
1282;FeI ;595.2717;-1.440;FMW ; 9.04; 6.95
1282;FeI ;601.2210;-4.200;FMW ; 8.38; 7.14
1282;FeI ;601.5245;-4.680;FMW ;     ;
1282;FeI ;601.9366;-3.360;FMW ;     ;
1282;FeI ;602.4058;-0.120;FMW ;11.97; 6.95
1282;FeI ;602.7051;-1.210;FMW ; 9.66; 6.96
1282;FeI ;605.6005;-0.460;FMW ; 7.92; 6.74
1282;FeI ;607.9008;-1.120;FMW ; 6.07; 6.94
1282;FeI ;609.6663;-1.930;FMW ; 6.65; 6.96
1282;FeI ;610.5128;-2.050;FMW ; 2.28; 6.99
1282;FeI ;612.0246;-5.950;FMW ;     ;
1282;FeI ;615.1616;-3.299;FMW ;     ;
1282;FeI ;615.9375;-1.970;FMW ;     ;
1282;FeI ;616.5360;-1.550;FMW ; 7.06; 6.87
1282;FeI ;618.7989;-1.720;FMW ; 8.20; 6.98
1282;FeI ;622.6734;-2.220;FMW ; 6.21; 7.03
1282;FeI ;649.6465;-0.570;FMW ; 6.99; 6.73
1282;FeI ;651.8366;-2.750;FMW ;11.40; 7.02
1282;FeI ;659.7559;-1.070;FMW ; 5.86; 7.02
1282;FeI ;670.3565;-3.160;FMW ; 9.42; 6.95
1282;FeI ;672.5356;-2.300;FMW ; 4.39; 7.06
1282;FeI ;673.9521;-4.950;FMW ; 8.63; 6.90
1282;FeI ;674.6954;-4.350;FMW ; 3.42; 6.92
1282;FeI ;679.3258;-2.470;FMW ; 3.78; 7.08
1282;FeI ;684.2685;-1.320;FMW ; 6.36; 7.14
1282;FeI ;684.3655;-0.930;FMW ; 8.33; 6.98
1282;FeI ;685.7250;-2.150;FMW ;     ;
1282;FeI ;686.2492;-1.570;FMW ; 5.15; 7.06
1282;FeI ;691.6680;-1.450;FMW ; 8.68; 7.02
1282;FeI ;697.6922;-1.850;FMW ; 2.44; 6.85
1282;FeI ;698.8524;-3.660;FMW ;     ;
1282;FeI ;702.2952;-1.250;FMW ; 9.64; 7.04
1282;FeI ;706.9531;-4.340;FMW ; 4.00; 6.93
1282;FeI ;721.9682;-1.690;FMW ; 8.16; 7.05
1282;FeI ;747.6375;-1.680;FMW ; 2.71; 7.00
1282;FeI ;749.8530;-2.250;FMW ; 3.87; 6.94
1282;FeI ;758.3787;-1.990;FMW ;14.44; 6.90
1282;FeI ;794.1087;-2.580;FMW ; 9.04; 6.91
1282;FeI ;883.8427;-1.980;FMW ;17.12; 6.92
1282;FeII;483.3197;-4.780;FMW ;     ;
1282;FeII;499.3358;-3.650;FMW ; 6.27; 7.12
1282;FeII;510.0664;-4.370;FMW ;     ;
1282;FeII;513.2669;-4.180;FMW ; 3.50; 7.01
1282;FeII;525.6937;-4.250;K88 ; 2.90; 7.03
1282;FeII;526.4812;-3.190;FMW ; 4.55; 6.81
1282;FeII;599.1376;-3.557;K88 ; 3.23; 6.80
1282;FeII;608.4111;-3.808;K88 ; 2.74; 6.98
1282;FeII;614.9258;-2.724;K88 ; 3.16; 6.86
1282;FeII;624.7557;-2.329;K88 ; 4.50; 6.83
1282;FeII;636.9462;-4.253;K88 ; 2.28; 6.92
1282;FeII;643.2680;-3.500;H92 ; 4.60; 6.76
1282;FeII;645.6383;-2.075;K88 ; 5.87; 6.91
1282;FeII;651.6080;-3.380;H92 ; 6.08; 6.95
1282;CoI ;533.1700;-6.473;K88 ; 0.02; 4.28
1282;CoI ;553.0700;-2.060;FMW ; 0.02; 4.35
1282;CoI ;609.3400;-4.568;K88 ; 0.02; 4.16
1282;NiI ;493.5830;-0.350;FMW ; 7.40; 5.49
1282;NiI ;585.7746;-0.636;K88 ; 5.36; 5.61
1282;NiI ;600.7306;-3.330;FMW ; 8.42; 5.48
1282;NiI ;608.6276;-0.530;FMW ; 4.01; 5.37
1282;NiI ;611.1065;-0.870;FMW ;     ;
1282;NiI ;612.8963;-3.330;FMW ; 9.04; 5.58
1282;NiI ;613.0130;-0.960;FMW ;     ;
1282;NiI ;617.5360;-0.530;FMW ; 5.32; 5.39
1282;NiI ;617.6807;-0.260;LW  ; 7.04; 5.44
1282;NiI ;617.7236;-3.500;FMW ; 5.66; 5.36
1282;NiI ;618.6708;-0.960;FMW ;     ;
1282;NiI ;620.4600;-1.100;LW  ; 2.46; 5.38
1282;NiI ;632.7592;-3.150;FMW ;     ;
1282;NiI ;648.2796;-2.630;FMW ;10.77; 5.51
1282;NiI ;658.6307;-2.810;FMW ;     ;
1282;NiI ;659.8592;-0.980;FMW ;     ;
1282;NiI ;677.2313;-0.980;FMW ; 6.62; 5.47
1282;NiI ;700.1534;-3.660;FMW ;     ;
1282;NiI ;706.2951;-3.500;FMW ; 5.77; 5.50
1282;NiI ;778.8936;-2.420;FMW ;     ;
1282;CuI ;510.5500;-1.516;BIEL; 0.02; 2.91
1282;ZnI ;481.0528;-0.170;BG  ; 7.83; 3.88
1282;YII ;488.3683; 0.070;HL  ;     ;
1282;YII ;498.2130;-1.290;HL  ; 5.79; 1.66
1282;YII ;508.7417;-0.170;HL  ; 8.56; 1.18
1282;YII ;511.9113;-1.360;HL  ; 3.93; 1.31
1282;YII ;679.5413;-1.190;CC  ; 1.72; 1.54
1282;BaI ;649.6897;-0.377;NBS ;21.05; 2.01
1282;LaII;480.4039;-1.500;LA  ; 5.69; 1.08
1282;LaII;511.4558;-1.030;LA  ; 9.77; 1.45
1282;LaII;632.0377;-1.610;ABH ; 7.14; 1.21
1282;LaII;639.0477;-1.410;LA  ; 5.07; 0.86
1282;CeII;518.7457; 0.130;H   ; 5.53; 1.41
1282;CeII;533.0556;-0.360;H   ; 4.00; 1.13
1282;NdII;491.4382;-0.700;HA  ; 8.90; 1.61
1282;NdII;496.1387;-0.710;MC' ; 7.25; 1.58
1282;NdII;498.9950;-0.500;MC' ;10.13; 2.03
1282;NdII;499.8540;-1.100;MC' ; 4.96; 1.28
1282;NdII;508.9832;-1.160;MC' ; 5.96; 1.15
1282;NdII;543.1515;-0.470;HA  ; 3.54; 1.22
1282;NdII;548.5097;-1.640;HA  ; 3.28; 1.57
1515;OI  ;630.0304;-9.717;STZ ; 0.01;
1515;NaI ;498.2814;-0.950;KP  ; 5.81; 5.26
1515;NaI ;615.4227;-1.560;KP  ; 2.98; 5.35
1515;NaI ;616.0747;-1.260;KP  ; 4.43; 5.30
1515;MgI ;552.8405;-0.522;GC  ;     ;
1515;MgI ;571.1087;-1.729;GC  ;12.37; 7.12
1515;MgI ;631.8716;-1.945;GC  ; 3.81; 6.91
1515;MgI ;631.9237;-2.165;GC  ; 2.79; 6.93
1515;MgI ;738.7689;-1.020;KP  ;     ;
1515;MgI ;871.7825;-0.772;GC  ;     ;
1515;MgI ;892.3568;-1.659;GC  ;     ;
1515;AlI ;669.6022;-1.347;NBS ;     ;
1515;AlI ;669.8673;-1.647;NBS ; 2.90; 5.66
1515;SiI ;594.8541;-1.230;GARZ; 8.15; 7.23
1515;SiI ;612.5021;-1.540;ED  ; 2.76; 7.15
1515;SiI ;613.1852;-1.140;KP  ;     ;
1515;SiI ;614.2482;-1.480;ED  ; 2.70; 7.10
1515;SiI ;614.5015;-1.430;ED  ; 2.85; 7.08
1515;SiI ;615.5134;-0.770;ED  ; 6.43; 7.12
1515;SiI ;703.4902;-0.880;GARZ;     ;
1515;SiI ;725.0627;-1.042;SG  ;     ;
1515;SiI ;727.5292;-1.003;SG  ;     ;
1515;SiI ;728.9176;-0.197;SG  ;     ;
1515;SiI ;793.2349;-0.470;GARZ;     ;
1515;SiI ;874.2446;-0.630;KP  ;     ;
1515;SI  ;921.2863; 0.420;NBS ;     ;
1515;SI  ;922.8093; 0.260;NBS ;     ;
1515;SI  ;923.7538; 0.040;NBS ;     ;
1515;CaI ;551.2980;-0.447;SR  ; 9.85; 5.69
1515;CaI ;585.7451; 0.240;SR  ;14.75; 5.83
1515;CaI ;586.7562;-1.490;GC  ; 4.71; 5.78
1515;CaI ;616.1296;-1.266;SR  ;     ;
1515;CaI ;616.6438;-1.142;SR  ;10.97; 6.05
1515;CaI ;616.9042;-0.797;SR  ;11.89; 5.88
1515;CaI ;643.9075; 0.390;SR  ;18.69; 5.76
1515;CaI ;645.5597;-1.290;SR  ; 9.57; 5.90
1515;CaI ;649.3781;-0.109;SR  ;15.70; 5.84
1515;CaI ;649.9650;-0.818;SR  ;12.22; 5.94
1515;ScII;552.6790; 0.130;MFW ;10.23; 2.43
1515;ScII;624.5637;-0.980;NBS ; 6.04; 2.36
1515;ScII;632.0852;-1.770;NBS ; 2.49; 2.46
1515;TiI ;488.5078; 0.358;MFW ;10.72; 4.46
1515;TiI ;491.5229;-1.019;MFW ; 4.06; 4.44
1515;TiI ;499.7096;-2.118;MFW ;11.41; 4.48
1515;TiI ;508.7058;-0.780;MFW ; 9.19; 4.57
1515;TiI ;586.6450;-0.840;MFW ;12.41; 4.61
1515;TiI ;606.4626;-1.944;MFW ;     ;
1515;TiI ;609.2792;-1.379;MFW ;     ;
1515;TiI ;612.6215;-1.425;MFW ; 9.32; 4.56
1515;TiI ;631.2236;-1.552;MFW ;     ;
1515;TiI ;633.6098;-1.743;MFW ;     ;
1515;TiI ;655.6061;-1.074;MFW ;     ;
1515;TiI ;659.9105;-2.085;MFW ;     ;
1515;TiI ;686.1447;-0.740;MFW ;     ;
1515;TiI ;718.8565;-1.760;MFW ;     ;
1515;TiI ;744.0578;-0.700;MFW ;     ;
1515;TiI ;802.4843;-1.140;MFW ;     ;
1515;TiI ;835.3161;-2.677;MFW ;     ;
1515;TiI ;867.5372;-1.669;MFW ;     ;
1515;TiI ;868.2980;-1.941;MFW ;     ;
1515;TiI ;869.2331;-2.295;MFW ;     ;
1515;TiI ;873.4712;-2.384;MFW ;     ;
1515;VI  ;573.7059;-0.740;MFW ; 6.78; 3.45
1515;VI  ;613.5361;-0.746;MFW ; 6.63; 3.38
1515;VI  ;653.1414;-0.840;MFW ; 5.37; 3.45
1515;CrI ;633.0090;-2.920;MFW ; 8.77; 4.98
1515;CrI ;663.0010;-3.560;MFW ; 4.95; 5.06
1515;CrI ;735.5960;-0.285;MFW ;     ;
1515;MnI ;511.7900;-1.140;MFW ; 0.02; 4.45
1515;FeI ;466.1535;-1.270;FMW ;     ;
1515;FeI ;479.4354;-4.050;FMW ;     ;
1515;FeI ;484.9668;-2.680;FMW ;     ;
1515;FeI ;489.2859;-1.290;FMW ; 6.51; 6.90
1515;FeI ;489.6439;-2.050;FMW ;     ;
1515;FeI ;491.8013;-1.360;FMW ;     ;
1515;FeI ;510.9652;-0.980;FMW ; 8.24; 7.03
1515;FeI ;552.5544;-1.330;FMW ; 6.66; 6.93
1515;FeI ;585.6087;-1.640;FMW ; 4.20; 6.84
1515;FeI ;585.8779;-2.260;FMW ; 1.95; 6.86
1515;FeI ;586.1109;-2.450;FMW ;     ;
1515;FeI ;587.7794;-2.230;FMW ; 3.24; 7.09
1515;FeI ;588.3817;-1.360;FMW ; 7.89; 6.85
1515;FeI ;595.2717;-1.440;FMW ;     ;
1515;FeI ;601.2210;-4.200;FMW ;     ;
1515;FeI ;601.5245;-4.680;FMW ;     ;
1515;FeI ;601.9366;-3.360;FMW ;     ;
1515;FeI ;602.4058;-0.120;FMW ;     ;
1515;FeI ;602.7051;-1.210;FMW ;     ;
1515;FeI ;605.6005;-0.460;FMW ;     ;
1515;FeI ;607.9008;-1.120;FMW ;     ;
1515;FeI ;609.6663;-1.930;FMW ;     ;
1515;FeI ;610.5128;-2.050;FMW ;     ;
1515;FeI ;612.0246;-5.950;FMW ;     ;
1515;FeI ;615.1616;-3.299;FMW ; 9.99; 6.85
1515;FeI ;615.9375;-1.970;FMW ;     ;
1515;FeI ;616.5360;-1.550;FMW ; 6.24; 6.92
1515;FeI ;618.7989;-1.720;FMW ;     ;
1515;FeI ;622.6734;-2.220;FMW ;     ;
1515;FeI ;649.6465;-0.570;FMW ; 7.39; 6.97
1515;FeI ;651.8366;-2.750;FMW ;     ;
1515;FeI ;659.7559;-1.070;FMW ;     ;
1515;FeI ;670.3565;-3.160;FMW ; 8.20; 7.07
1515;FeI ;672.5356;-2.300;FMW ;     ;
1515;FeI ;673.9521;-4.950;FMW ;     ;
1515;FeI ;674.6954;-4.350;FMW ;     ;
1515;FeI ;679.3258;-2.470;FMW ;     ;
1515;FeI ;684.2685;-1.320;FMW ;     ;
1515;FeI ;684.3655;-0.930;FMW ;     ;
1515;FeI ;685.7250;-2.150;FMW ;     ;
1515;FeI ;686.2492;-1.570;FMW ;     ;
1515;FeI ;691.6680;-1.450;FMW ;     ;
1515;FeI ;697.6922;-1.850;FMW ;     ;
1515;FeI ;698.8524;-3.660;FMW ;     ;
1515;FeI ;702.2952;-1.250;FMW ;     ;
1515;FeI ;706.9531;-4.340;FMW ;     ;
1515;FeI ;721.9682;-1.690;FMW ;     ;
1515;FeI ;747.6375;-1.680;FMW ;     ;
1515;FeI ;749.8530;-2.250;FMW ;     ;
1515;FeI ;758.3787;-1.990;FMW ;     ;
1515;FeI ;794.1087;-2.580;FMW ;     ;
1515;FeI ;883.8427;-1.980;FMW ;     ;
1515;FeII;483.3197;-4.780;FMW ;     ;
1515;FeII;499.3358;-3.650;FMW ; 4.65; 6.88
1515;FeII;510.0664;-4.370;FMW ;     ;
1515;FeII;513.2669;-4.180;FMW ; 3.01; 7.01
