#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2013-04-23T09:16:44 [V1.97 (28-Nov-2012)]
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.97 (28-Nov-2012)	
#INFO	-ref=VIZ517651004fa8	
#INFO	-out.max=unlimited	
#INFO	queryParameters=26	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-nav=cat:V/117A&tab:{V/117A/newcat}&key:source=V/117A/newcat&HTTPPRM:&&-ref=VIZ517651004fa8&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&-meta.foot=1&-meta=1&-meta.ucd=2&-file=.&-meta=1&-usenav=1&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=V/117A/newcat
#-order=I
#-out=Name
#-out=RAJ2000
#-out=DEJ2000
#-out=Dist
#-out=UVel
#-out=VVel
#-out=WVel
#-out=RVel
#-out=e_RVel
#-out=pmRA
#-out=pmDE
#-out=e_pm
#Tycho-2=Tycho-2
#Simbad=Simbad
#

#RESOURCE=yCat_5117
#Name: V/117A
#Title: Geneva-Copenhagen Survey of Solar neighbourhood (Holmberg+, 2007)
#INFO	status=obsolete	
#    This catalogue is obsoleted by <V/130>
#
#Table	V_117A_newcat:
#Name: V/117A/newcat
#Title: Main catalogue recalibrated data (2007)
#Column	_RAJ2000	(F8.4)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F8.4)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data)	[ucd=pos.eq.dec]
#Column	Name	(a11)	Object name (HD,BD,CD or CP) (1)	[ucd=meta.id;meta.main]
#Column	RAJ2000	(A10)	Right ascension (ICRF)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A9)	Declination (ICRF)	[ucd=pos.eq.dec;meta.main]
#Column	Dist	(I3)	? Distance	[ucd=pos.distance;pos.heliocentric]
#Column	UVel	(I4)	? Heliocentric space velocity component U (3)	[ucd=pos.cartesian.x]
#Column	VVel	(I4)	? Heliocentric space velocity component V (3)	[ucd=pos.cartesian.y]
#Column	WVel	(I4)	? Heliocentric space velocity component W (3)	[ucd=pos.cartesian.z]
#Column	RVel	(F6.1)	? Mean radial velocity (10)	[ucd=spect.dopplerVeloc;stat.mean]
#Column	e_RVel	(F5.1)	? Standard deviation of RVel measurements	[ucd=stat.error;spect.dopplerVeloc]
#Column	pmRA	(I5)	? Proper motion in right ascension (4)	[ucd=pos.pm;pos.eq.ra]
#Column	pmDE	(I5)	? Proper motion in declination (4)	[ucd=pos.pm;pos.eq.dec]
#Column	e_pm	(I2)	? Standard error of total proper motion (4)	[ucd=stat.error]
_RAJ2000;_DEJ2000;Name;RAJ2000;DEJ2000;Dist;UVel;VVel;WVel;RVel;e_RVel;pmRA;pmDE;e_pm
320.0200;-42.6786;HD 202871  ;21 20 04.8;-42 40 43; 55; -36;  -6; -13; -15.9;  0.4;  134;  -21; 1
319.1754;+54.8519;HD 202877  ;21 16 42.1;+54 51 07;268;    ;    ;    ;      ;     ;   12;   14; 2
319.4012;+39.2097;HD 202880  ;21 17 36.3;+39 12 35; 86;   5;  -6; -22;  -3.3;  2.6;   31;  -47; 1
319.6546; +8.9594;HD 202884  ;21 18 37.1;+08 57 34; 42; -16;  -7; -24;  -1.1;  0.1;  142;  -43; 2
319.6450;+11.5686;HD 202908  ;21 18 34.8;+11 34 07; 50;   6;  -3; -15;   6.6; 49.3;   28;  -55; 2
320.2079;-53.0342;HD 202917  ;21 20 49.9;-53 02 03; 46;  -8; -20;   0;  -1.6;  0.3;   30;  -97; 2
321.2708;-76.5258;HD 202919  ;21 25 05.0;-76 31 33;101;    ;    ;    ;      ;     ;   61;  -19; 2
319.5846;+25.1044;HD 202925  ;21 18 20.3;+25 06 16; 99;    ;    ;    ;      ;     ;  114;  -24; 2
319.6329;+17.9878;HD 202926  ;21 18 31.9;+17 59 16; 59;  11;   0;  -6;   6.4;  2.4;  -11;  -36; 2
319.8142; -9.5786;HD 202928  ;21 19 15.4;-09 34 43; 73;  -8;  -6;   3;  -9.5;  1.0;   11;   -2; 2
319.9400;-26.3528;HD 202940  ;21 19 45.6;-26 21 10; 19;  37; -32;  36;  -8.0; 15.2; -568; -354; 2
320.0908;-40.4656;HD 202945  ;21 20 21.8;-40 27 56; 69; -36; -18;  30; -47.6;  0.1;   14;  -52; 1
320.2492;-52.4778;HD 202947  ;21 20 59.8;-52 28 40; 46;   6; -25; -16;  19.5; 10.9;   35; -101; 3
320.0000;-29.3492;HD 202960  ;21 20 00.0;-29 20 57; 81; -25;   8;  -5; -12.2;  0.2;   56;   29; 3
320.0100;-27.3044;HD 202982  ;21 20 02.4;-27 18 16; 48; -31; -14;   1; -25.4;  0.6;   92;  -34; 4
318.9271;+68.3519;HD 202986  ;21 15 42.5;+68 21 07; 75;  10;   1; -15;  -5.2; 13.5;   11;  -47; 2
318.9129;+68.3564;HD 202986  ;21 15 39.1;+68 21 23; 83;    ;    ;    ;      ;     ;   14;  -48; 2
320.0687;-30.8422;HD 202994  ;21 20 16.5;-30 50 32; 95;    ;    ;    ;      ;     ;    5;  -26; 2
320.2117;-45.8108;HD 202996  ;21 20 50.8;-45 48 39; 53;  29;  -1;   5;  17.2; 38.0;  -97;   -3; 2
319.9200; -5.4869;HD 203000  ;21 19 40.8;-05 29 13;106;   1;  -2; -14;   7.3;  0.4;   18;  -15; 1
319.7967;+17.8219;HD 203015  ;21 19 11.2;+17 49 19; 52;  14;  -5; -10;   4.5;     ;   -8;  -69; 2
320.1937;-38.7814;HD 203019  ;21 20 46.5;-38 46 53; 36;  19;   9; -14;  24.0;  0.3;  -23;   48; 2
320.3479;-51.7525;HD 203021  ;21 21 23.5;-51 45 09; 50;  30; -23;  12;  17.0;  0.2; -123;  -91; 2
319.7425;+26.2303;HD 203030  ;21 18 58.2;+26 13 49; 41; -23; -16; -12; -17.0;  0.3;  131;    9; 2
319.7504;+26.0900;HD 203031  ;21 19 00.1;+26 05 24;   ;    ;    ;    ;   6.4;     ;  -21;  -22; 2
320.4196;-49.8761;HD 203075  ;21 21 40.7;-49 52 34; 59;  -1; -17;   3;  -0.1;  0.1;   -4;  -61; 2
320.2212;-26.6150;HD 203119  ;21 20 53.1;-26 36 54;132;  13;   5; -18;  22.7;  2.7;    5;   -1; 2
320.2629;-20.8211;HD 203142  ;21 21 03.1;-20 49 16; 84;  -3; -28;  -8;  -7.0;     ;   22;  -68; 1
320.5475;-51.1244;HD 203147  ;21 22 11.4;-51 07 28; 55;    ;    ;    ;      ;     ;  115;  -35; 1
320.6492;-55.7836;HD 203148  ;21 22 35.8;-55 47 01; 63;  -6;  -6;  -7;   2.4;  4.9;   32;  -17; 2
319.9300;+30.0472;HD 203158  ;21 19 43.2;+30 02 50;130; -22; -67;  17; -71.9;  0.4;    8;    8; 2
320.7158;-57.7675;HD 203167  ;21 22 51.8;-57 46 03;101;    ;    ;    ;      ;     ;   32;    8; 2
319.9196;+33.2539;HD 203170  ;21 19 40.7;+33 15 14;121; -29; -21;  -8; -24.1;  0.3;   47;   16; 2
319.9537;+27.5044;HD 203171  ;21 19 48.9;+27 30 16; 79; -36; -19; -15; -22.5;     ;   98;   19; 2
320.0833;+16.8114;HD 203185  ;21 20 20.0;+16 48 41; 69; -19;   5;  22; -11.4;  0.1;   -9;   84; 2
320.1104;+12.1414;HD 203186  ;21 20 26.5;+12 08 29; 99;    ;    ;    ;      ;     ;   38;  -39; 2
320.1396;+13.1669;HD 203220  ;21 20 33.5;+13 10 01; 78;  -7; -12; -18;  -4.8;  0.1;   48;  -36; 2
320.2321; +3.1181;HD 203235  ;21 20 55.7;+03 07 05; 71; -46; -19; -17; -27.1;  0.8;  133;    4; 2
320.2608; +0.6742;HD 203236  ;21 21 02.6;+00 40 27;111; -19; -35; -13; -26.2;  0.6;   45;  -43; 1
320.3171; -8.2667;HD 203238  ;21 21 16.1;-08 16 00; 76;  29; -14;   5;   6.4;  0.2;  -66;  -60; 2
321.1692;-68.2278;HD 203244  ;21 24 40.6;-68 13 40; 20;   3;   8; -23;  12.8;  5.7;  140;  172; 2
320.0408;+35.5989;HD 203246  ;21 20 09.8;+35 35 56;145;    ;    ;    ;      ;     ;   30;   -3; 2
320.3758;-11.4583;HD 203249  ;21 21 30.2;-11 27 30; 72; -19; -26; -10; -17.7;  3.8;   62;  -55; 1
320.6283;-44.1453;HD 203254  ;21 22 30.8;-44 08 43; 89;  21; -13;  25;  -2.6;  0.1;  -77;  -34; 1
320.4337;-18.7353;HD 203270  ;21 21 44.1;-18 44 07; 88;  22;  -4;  -8;  17.9;  0.4;  -24;  -29; 2
320.7617;-51.9422;HD 203277  ;21 23 02.8;-51 56 32; 84;  18; -17;   3;  13.4;  0.4;  -36;  -39; 3
319.8775;+52.9275;HD 203282  ;21 19 30.6;+52 55 39; 81; -18;  27;  17;  28.6;  0.3;   -1;   59; 2
319.8996;+49.2208;HD 203284  ;21 19 35.9;+49 13 15; 90;  48; -11;  -2; -12.1;  1.1;  -74;  -83; 2
320.1483;+28.8331;HD 203287  ;21 20 35.6;+28 49 59;141;  -3;  -6;   8;  -8.2;  4.1;   -5;    7; 2
320.1508;+27.7175;HD 203302  ;21 20 36.2;+27 43 03;213;    ;    ;    ;      ;     ;   -5;   -4; 2
320.4625;-16.2736;HD 203311  ;21 21 51.0;-16 16 25; 67; -26; -60; -24; -26.1;  0.3;  116; -166; 2
320.9162;-55.5428;HD 203335  ;21 23 39.9;-55 32 34; 52; -12; -39; -31;  22.5;  0.4;  127; -135; 5
320.3396;+10.3322;HD 203345  ;21 21 21.5;+10 19 56; 46; -10; -20;  -2; -18.9; 12.6;   41;  -38; 2
320.2083;+32.4519;HD 203358  ;21 20 50.0;+32 27 07; 73;  -7; -31; -18; -26.9;  0.6;   53;  -45; 2
321.3708;-69.2658;HD 203373  ;21 25 29.0;-69 15 57;101; -36; -94;  41;  -4.8;  0.1;    2; -227; 2
319.9950;+52.9789;HD 203380  ;21 19 58.8;+52 58 44; 29;  -8;  27;   7;  28.0;  2.9;    3;   59; 1
320.3600;+16.9642;HD 203381  ;21 21 26.4;+16 57 51;   ;    ;    ;    ; -27.0;     ;   11;  -20; 2
320.6692;-29.4350;HD 203392  ;21 22 40.6;-29 26 06;   ;    ;    ;    ;      ;     ;  -10;   -1; 2
320.4596; +1.3614;HD 203405  ;21 21 50.3;+01 21 41;101;    ;    ;    ;      ;     ;   18;  -18; 1
320.5683;-14.9194;HD 203407  ;21 22 16.4;-14 55 10;   ;    ;    ;    ;   7.3;  0.7;  -27;   -6; 3
320.8437;-41.5522;HD 203432  ;21 23 22.5;-41 33 08; 38;  14; -26;   5;   6.4;  0.2;  -71; -144; 2
320.7767;-30.8117;HD 203448  ;21 23 06.4;-30 48 42; 68;-112;  21; -45; -41.6;  0.3;  343;  101; 2
320.2558;+40.3450;HD 203454  ;21 21 01.4;+40 20 42; 27;  22; -12; -18;  -7.8; 43.9;  -18; -228; 1
320.6112; -3.1300;HD 203458  ;21 22 26.7;-03 07 48; 98;   9; -17;  21; -17.9; 15.3;  -44;  -18; 2
320.5783; +5.0233;HD 203473  ;21 22 18.8;+05 01 24; 63; -68; -46;  -7; -61.7;  0.6;  183;    0; 2
320.8854;-33.6708;HD 203489  ;21 23 32.5;-33 40 15; 63; -19;   9; -46;  20.4; 13.4;  153;   27; 2
320.9187;-39.7786;HD 203493  ;21 23 40.5;-39 46 43; 97;    ;    ;    ;      ;     ;   40;  -41; 2
320.5667;+20.0158;HD 203536  ;21 22 16.0;+20 00 57;139; -15; -12;   3; -16.7;  0.5;   13;    8; 1
320.1058;+60.6872;HD 203551  ;21 20 25.4;+60 41 14; 76;   3;  -9;  -7; -10.3;  0.1;    8;  -14; 2
321.0150;-40.0300;HD 203555  ;21 24 03.6;-40 01 48; 70;  -5; -10;  24; -21.1;  0.7;  -38;  -31; 1
319.9225;+66.7850;HD 203557  ;21 19 41.4;+66 47 06;149;    ;    ;    ;      ;     ;   13;   11; 2
320.1433;+62.5269;HD 203600  ;21 20 34.4;+62 31 37; 90;  -4; -16;  -8; -16.5;  4.2;   21;    2; 2
321.6108;-65.3661;HD 203608  ;21 26 26.6;-65 21 58;  9;    ;    ;    ; -29.9;  0.2;   81;  801; 0
320.6029;+37.1647;HD 203611  ;21 22 24.7;+37 09 53; 83;  -2; -26;   5; -26.6;     ;   -3;   -3; 2
321.1937;-41.9958;HD 203641  ;21 24 46.5;-41 59 45;210;    ;    ;    ;      ;     ;   18;  -10; 1
321.0862;-24.4225;HD 203652  ;21 24 20.7;-24 25 21; 70;  -3;  -6; -17;   7.6;     ;   42;  -26; 2
320.9617; -6.5839;HD 203667  ;21 23 50.8;-06 35 02; 59;  44;  19;   6;  32.0;  0.6; -129;   -3; 2
320.7879;+29.6392;HD 203698  ;21 23 09.1;+29 38 21; 88;  35; -35; -39; -16.7;  0.3;    8; -145; 2
321.0458; -6.7436;HD 203719  ;21 24 11.0;-06 44 37;131; -26; -10;   4; -22.5;  0.2;   26;    6; 2
320.3900;+60.5817;HD 203729  ;21 21 33.6;+60 34 54; 84;    ;    ;    ;      ;     ;   33;  -15; 2
320.8625;+24.9603;HD 203734  ;21 23 27.0;+24 57 37; 36;  25; -19;   1; -10.9;  0.3; -108; -136; 2
321.3154;-34.8567;HD 203754  ;21 25 15.7;-34 51 24; 94;  -2; -34;  -7;  -0.1;  2.8;   18;  -76; 2
321.4208;-46.1700;HD 203757  ;21 25 41.0;-46 10 12;103;  44; -16;  -7;  36.9;  0.6;  -55;  -28; 2
321.5642;-54.6603;HD 203760  ;21 26 15.4;-54 39 37; 64;   6;  10;  -7;   6.8;     ;    1;   39; 1
321.4725;-47.6167;HD 203773  ;21 25 53.4;-47 37 00;   ;    ;    ;    ;      ;     ;  -21;   -1; 2
320.8458;+37.4064;HD 203784  ;21 23 23.0;+37 24 23;109; -31; -24;  -4; -26.8;     ;   50;   28; 2
321.1496; -6.7153;HD 203793  ;21 24 35.9;-06 42 55; 94;  25; -14;  -6;   9.9;  0.6;  -29;  -54; 2
320.5854;+57.5650;HD 203802  ;21 22 20.5;+57 33 54; 95; -25; -54; -20; -51.5;  0.4;   74;   26; 2
321.1725; -4.3408;HD 203825  ;21 24 41.4;-04 20 27;121;   8; -40; -11; -13.5;  0.3;    6;  -70; 2
320.7842;+48.5189;HD 203839  ;21 23 08.2;+48 31 08; 88; -23;  -7; -38;  -6.0;     ;  104;  -25; 2
321.1021;+10.1742;HD 203842  ;21 24 24.5;+10 10 27;105; -37;  -6; -13; -13.6; 14.0;   72;   21; 2
321.2354; -8.1792;HD 203844  ;21 24 56.5;-08 10 45; 88; -63;  34;  -4; -15.2;  0.3;  112;  126; 2
321.7433;-56.1250;HD 203850  ;21 26 58.4;-56 07 30; 23; -81;  23; -22; -45.5;  0.2;  664;  140; 2
321.4833;-31.1828;HD 203897  ;21 25 56.0;-31 10 58; 50; -10; -18;  21; -25.1;  0.6;  -27;  -58; 2
321.6492;-44.8464;HD 203915  ;21 26 35.8;-44 50 47; 80;  34; -10;   9;  18.0; 33.7;  -79;  -28; 1
320.8717;+50.5233;HD 203918  ;21 23 29.2;+50 31 24; 91;  40;  -1;   3;  -3.3;  0.1;  -71;  -61; 2
321.1417;+26.1744;HD 203925  ;21 24 34.0;+26 10 28; 68; -13;  -3;  -9;  -3.0;     ;   49;    5; 1
321.6546;-46.0672;HD 203934  ;21 26 37.1;-46 04 02; 66;  16; -37; -28;  34.1;  2.3;   29; -110; 2
321.0675;+37.6622;HD 203940  ;21 24 16.2;+37 39 44; 51; -25;  20; -30;  22.0;  3.8;  157;    2; 1
320.7029;+61.9303;HD 203956  ;21 22 48.7;+61 55 49; 91;    ;    ;    ;      ;     ;  -99; -111; 2
321.9467;-59.3633;HD 203970  ;21 27 47.2;-59 21 48;103;    ;    ;    ;      ;     ;   29;  -33; 2
321.6258;-31.1900;HD 203998  ;21 26 30.2;-31 11 24; 78;  43;  11;  14;  20.9;  3.4; -111;   17; 2
321.3846;+11.6503;HD 204025  ;21 25 32.3;+11 39 01; 88;    ;    ;    ;      ;     ;   80;    5; 2
321.6667;-22.4111;HD 204075  ;21 26 40.0;-22 24 40;   ;    ;    ;    ;   1.4;  2.6;   -3;   19; 1
321.3708;+27.2106;HD 204079  ;21 25 29.0;+27 12 38; 28;  20; -39;   9; -34.5;  5.6; -147; -161; 2
321.3362;+34.7439;HD 204093  ;21 25 20.7;+34 44 38; 57;  -9;   2;  -6;   2.3;  0.1;   38;   10; 2
321.8254;-32.3706;HD 204108  ;21 27 18.1;-32 22 14; 53;  23;   7; -19;  30.6;  0.4;  -13;    9; 3
321.3071;+41.0769;HD 204119  ;21 25 13.7;+41 04 37;192;    ;    ;    ; -25.4;     ;   32;   27; 2
321.6167; +1.1033;HD 204121  ;21 26 28.0;+01 06 12; 48;   7; -19; -42;  13.3;  0.4;  109; -163; 1
319.6300;+80.3533;HD 204129  ;21 18 31.2;+80 21 12; 85; -80; -10; -12;  18.7;  0.4;  160;  114; 2
321.3312;+46.7142;HD 204153  ;21 25 19.5;+46 42 51; 34; -27;  -1; -16;   0.0;     ;  189;   47; 2
321.9167;-31.7956;HD 204179  ;21 27 40.0;-31 47 44;183;    ;    ;    ;      ;     ;  -11;   19; 2
321.2792;+52.4750;HD 204186  ;21 25 07.0;+52 28 30;117; -15; -21; -26; -20.7;  0.1;   53;  -12; 2
321.2637;+58.0847;HD 204231  ;21 25 03.3;+58 05 05; 53; -37; -43;  -7; -37.4;  0.1;  132;  110; 2
321.7279;+10.6678;HD 204234  ;21 26 54.7;+10 40 04; 93; -22; -16; -11; -16.8;  2.7;   57;   -8; 2
321.8467; -7.0156;HD 204236  ;21 27 23.2;-07 00 56; 61;   9; -20; -11;   1.0;     ;    7;  -85; 1
321.6317;+33.5858;HD 204263  ;21 26 31.6;+33 35 09;101;  21; -12; -25;  -3.3;     ;    7;  -72; 1
321.8204; +5.3914;HD 204265  ;21 27 16.9;+05 23 29; 92;    ;    ;    ;      ;     ;  -44;  -39; 1
321.9104;-11.6667;HD 204268  ;21 27 38.5;-11 40 00;120;  -5; -37; -15; -12.1;  7.4;   27;  -62; 1
321.7775;+16.1239;HD 204277  ;21 27 06.6;+16 07 26; 34;  22;   0;  -4;   8.6;  0.1;  -80;  -97; 2
322.3100;-50.3167;HD 204287  ;21 29 14.4;-50 19 00; 57; -43;  -1;  21; -43.9;  0.2;   62;  -25; 2
321.6071;+43.1192;HD 204306  ;21 26 25.7;+43 07 09; 82;   6;  23; -19;  24.6;  0.2;   21;  -39; 1
322.0508;-21.7261;HD 204313  ;21 28 12.2;-21 43 34; 47;   3; -61; -13; -10.1;  0.4;   42; -272; 2
323.0346;-72.1819;HD 204319  ;21 32 08.3;-72 10 55;163; -64;   1;  -8; -34.5;  0.2;   68;  -21; 2
322.6042;-60.2067;HD 204353  ;21 30 25.0;-60 12 24;   ;    ;    ;    ;  10.1;     ;   40;  -36; 2
321.7533;+36.7464;HD 204360  ;21 27 00.8;+36 44 47; 95; -59;   0;   1;  -6.6;  1.1;   93;   93; 2
322.0579;-11.5681;HD 204363  ;21 28 13.9;-11 34 05; 35;   1;  -6;  -4;   0.6; 49.4;   14;  -44; 1
319.3904;+82.5175;HD 204372  ;21 17 33.7;+82 31 03; 78; -17; -25;  11;  -9.5;  0.2;   12;   82; 3
322.0108; +3.1803;HD 204378  ;21 28 02.6;+03 10 49;111;    ;    ;    ; -30.3;  1.5;   42;  -40; 2
322.6996;-62.1675;HD 204385  ;21 30 47.9;-62 10 03; 39; -33; -10;  -5; -14.9;  0.2;  153;  -80; 2
323.3946;-75.4128;HD 204399  ;21 33 34.7;-75 24 46; 67;  -7; -22; -12;  15.4;  0.2;   48;  -49; 2
322.3792;-38.0858;HD 204421  ;21 29 31.0;-38 05 09;101; -22; -20;  -2; -14.5;  0.2;   39;  -38; 2
322.5642;-53.1489;HD 204424  ;21 30 15.4;-53 08 56; 98;  41; -20;   0;  31.5;  0.1;  -62;  -33; 2
320.6733;+76.5550;HD 204426  ;21 22 41.6;+76 33 18; 39;  17; -48;  20; -41.4;  0.4; -134;  137; 2
321.2196;+69.7947;HD 204427  ;21 24 52.7;+69 47 41; 56; -21; -25;  -8; -19.6;  0.3;   82;   65; 2
322.4175;-38.3456;HD 204454  ;21 29 40.2;-38 20 44;112; -42;   3; -31;  -5.6;  1.2;   97;   12; 3
322.4567;-37.6925;HD 204475  ;21 29 49.6;-37 41 33; 85;    ;    ;    ;      ;     ;  -65;  -77; 2
321.4887;+65.2614;HD 204496  ;21 25 57.3;+65 15 41;   ;    ;    ;    ;  17.0;     ;   -3;   -3; 2
322.2200;+11.0847;HD 204509  ;21 28 52.8;+11 05 05; 65; -27; -17;  -2; -23.3;  0.6;   71;   14; 3
322.7958;-55.2811;HD 204519  ;21 31 11.0;-55 16 52;110; -29; -59; -12;   3.2;  0.3;   63; -113; 2
321.3196;+70.4775;HD 204521  ;21 25 16.7;+70 28 39; 26;  16; -73; -19; -76.9;  0.4;   41;   38; 2
322.7633;-50.8467;HD 204554  ;21 31 03.2;-50 50 48; 83;  -2; -21; -27;  21.4;  8.6;   54;  -43; 1
322.1808;+26.5697;HD 204559  ;21 28 43.4;+26 34 11; 61; -35; -19;  11; -28.6;  1.8;   64;   79; 2
322.7337;-48.3594;HD 204568  ;21 30 56.1;-48 21 34; 78;  30; -42;   3;  23.2;  0.5;  -58; -109; 2
322.4979;-19.1478;HD 204577  ;21 29 59.5;-19 08 52;133; -14; -30; -14; -11.1;  0.2;   34;  -43; 1
322.6767;-38.6381;HD 204592  ;21 30 42.4;-38 38 17;110;  21; -28; -15;  23.8;  0.1;   -8;  -56; 2
321.9287;+57.3217;HD 204613  ;21 27 42.9;+57 19 18; 60; -10; -90; -65; -92.4;  2.0;  199;  -92; 2
322.8833;-50.1089;HD 204621  ;21 31 32.0;-50 06 32;   ;    ;    ;    ;      ;     ;   13;  -25; 2
322.3129;+25.4444;HD 204627  ;21 29 15.1;+25 26 40; 56;  50; -33; -10; -15.2;  0.3; -105; -193; 1
322.7404;-36.5469;HD 204635  ;21 30 57.7;-36 32 49; 82;   4;  10;   3;   1.8;  0.4;  -14;   24; 1
322.3421;+28.8750;HD 204658  ;21 29 22.1;+28 52 30; 74; -27; -18; -16; -17.6;  0.6;   90;    3; 2
322.5612; +2.4553;HD 204690  ;21 30 14.7;+02 27 19;   ;    ;    ;    ; -32.4;  0.6;   70;   16; 2
322.5350;+12.2706;HD 204712  ;21 30 08.4;+12 16 14; 61;  37; -44;  10; -26.8;  0.4; -109; -143; 2
322.8512;-31.7661;HD 204719  ;21 31 24.3;-31 45 58;123;    ;    ;    ;      ;     ;   58;  -83; 2
321.9600;+64.0136;HD 204720  ;21 27 50.4;+64 00 49; 82; -18; -18;  -2; -13.4;  0.4;   39;   40; 3
322.6500; +7.1736;HD 204736  ;21 30 36.0;+07 10 25;108;  15;   6;  -3;  12.2;  0.9;  -18;  -11; 3
322.9512;-35.5686;HD 204766  ;21 31 48.3;-35 34 07; 84; -24;  20;  10; -21.6;  0.6;   23;   57; 2
322.8562;-19.2375;HD 204779  ;21 31 25.5;-19 14 15; 98; -41; -20;   4; -35.3;  1.5;   61;  -12; 2
322.9158;-25.3011;HD 204781  ;21 31 39.8;-25 18 04;114; -24; -13;   8; -25.0;  4.1;   24;  -11; 2
322.2779;+53.7942;HD 204791  ;21 29 06.7;+53 47 39;120; -37; -24;  -9; -20.4;  6.1;   60;   37; 2
322.9558;-31.5475;HD 204802  ;21 31 49.4;-31 32 51;108; -15;  -3;   8; -16.1;  0.4;   12;    0; 2
323.0479;-40.1981;HD 204807  ;21 32 11.5;-40 11 53; 65;  17; -55;  -5;  14.0;     ;  -20; -181; 1
323.0496; +0.2217;BD -00 4234;21 32 11.9;+00 13 18; 49;    ;    ;    ;-109.6;     ;  413;   29; 2
322.4133;+46.1319;HD 204813  ;21 29 39.2;+46 07 55;116; -34; -13; -18; -11.8;  0.8;   68;   18; 2
322.4450;+45.8944;HD 204814  ;21 29 46.8;+45 53 40; 30; -78; -89;   1; -87.8;  0.1;  427;  353; 1
322.5992;+28.9886;HD 204831  ;21 30 23.8;+28 59 19;210; -29; -15; -19; -14.4;  2.8;   35;    1; 2
322.7375;+16.5708;HD 204843  ;21 30 57.0;+16 34 15;   ;    ;    ;    ;      ;     ;  -29;  -35; 1
322.8929; -9.7444;HD 204848  ;21 31 34.3;-09 44 40;107;  32; -84;  63; -66.6;  1.2; -122; -121; 1
322.8954;-12.5136;HD 204851  ;21 31 34.9;-12 30 49; 73;  -3;   4; -22;  14.9;  0.7;   50;   -8; 2
323.3717;-58.2053;HD 204857  ;21 33 29.2;-58 12 19;135;   5;   9;   8;  -4.7;  0.3;  -14;   11; 2
322.2621;+61.4331;HD 204889  ;21 29 02.9;+61 25 59; 75;  13; -16;   9; -17.0;  0.2;  -42;    5; 1
324.7346;-79.4425;HD 204904  ;21 38 56.3;-79 26 33; 60; -20;  -5;  -7;  -4.3;  1.5;   71;  -27; 2
322.8925; +6.5339;HD 204908  ;21 31 34.2;+06 32 02; 98; -26; -26;  -4; -28.0;  0.4;   51;  -11; 2
322.7633;+30.1339;HD 204922  ;21 31 03.2;+30 08 02; 93;    ;    ;    ;      ;     ;   27;   20; 2
323.1542;-24.1544;HD 204942  ;21 32 37.0;-24 09 16; 80;  35; -34; -24;  29.0;  0.1;  -20; -119; 2
322.9837;+18.4100;HD 205012  ;21 31 56.1;+18 24 36;115;    ;    ;    ;      ;     ;    0;  -31; 1
322.8467;+40.0650;HD 205024  ;21 31 23.2;+40 03 54; 91;  16;  -9;  -2;  -7.2;  1.1;  -22;  -32; 2
323.4117;-34.9461;HD 205045  ;21 33 38.8;-34 56 46; 64; -29; -58;   0; -25.9;  0.2;   82; -177; 2
323.3787;-27.8900;HD 205067  ;21 33 30.9;-27 53 24; 47; -49; -24; -11; -29.6;  0.3;  201;  -64; 2
323.0192;+34.2017;HD 205075  ;21 32 04.6;+34 12 06; 94;  -7;  14; -13;  15.8;  0.9;   29;   -2; 2
323.4175;-16.2008;HD 205132  ;21 33 40.2;-16 12 03; 68; -16; -47;   5; -33.1;  0.1;   36; -111; 1
323.5225;-30.0917;HD 205136  ;21 34 05.4;-30 05 30;128;  -2;  -6; -10;   4.5;  0.2;   14;  -10; 2
323.5379;-27.9011;HD 205153  ;21 34 09.1;-27 54 04; 84;    ;    ;    ; -18.1;     ;   65;  -68; 2
323.7121;-49.7931;HD 205156  ;21 34 50.9;-49 47 35; 41; 145; -28;  13;  92.4;  1.7; -588; -116; 2
323.9187;-59.6931;HD 205158  ;21 35 40.5;-59 41 35; 85;  14; -13;   0;  13.3;  0.5;  -24;  -24; 2
323.2429;+20.7122;HD 205160  ;21 32 58.3;+20 42 44; 54;   8;   6;  -7;  10.6;  0.1;   -5;  -25; 2
323.6733;-39.5278;HD 205187  ;21 34 41.6;-39 31 40; 80;  16; -24; -19;  24.2;  0.4;    6;  -65; 2
323.7579;-44.9986;HD 205189  ;21 35 01.9;-44 59 55;101;   7; -17;  -4;   8.5;  0.7;   -2;  -34; 1
328.0458;-85.8364;HD 205195  ;21 52 11.0;-85 50 11; 64;  22; -25; -15;  36.1;  5.4;  -16;   -1; 2
323.2617;+30.3597;HD 205202  ;21 33 02.8;+30 21 35;133; -80; -23; -58; -20.2;  1.3;  158;    9; 2
